"","sampledate","TotP_lbday_sum"
"2867",2017-11-19,28.6
"2868",2017-11-20,26.93
"2869",2017-11-21,34.04
"2870",2017-11-22,26.22
"2871",2017-11-23,28.98
"2872",2017-11-24,27.56
"2873",2017-11-25,28.38
"2874",2017-11-26,26.38
"2875",2017-11-27,24.91
"2876",2017-11-28,28.33
"2877",2017-11-29,26.6
"2878",2017-11-30,26.16
"2879",2017-12-01,25.95
"2880",2017-12-02,26.06
"2881",2017-12-03,25.06
"2882",2017-12-04,22.86
"2883",2017-12-05,36.89
"2884",2017-12-06,33.02
"2885",2017-12-07,25.21
"2886",2017-12-08,24.59
"2887",2017-12-09,25.25
"2888",2017-12-10,24.33
"2889",2017-12-11,25.4
"2890",2017-12-12,23.45
"2891",2017-12-14,22.59
"2892",2017-12-15,23.66
"2893",2017-12-16,24.05
"2894",2017-12-17,24.09
"2895",2017-12-18,24.42
"2896",2017-12-19,26.1
"2897",2017-12-20,25.32
"2898",2017-12-21,25.29
"2899",2017-12-22,23.92
"2900",2017-12-23,22.93
"2901",2017-12-24,22.52
"2902",2017-12-25,20.82
"2903",2017-12-26,20.06
"2904",2017-12-27,20.08
"2905",2017-12-28,20.9
"2906",2017-12-29,22.08
"2907",2017-12-30,22.15
"2908",2017-12-31,21.55
"2909",2018-01-01,21.46
"2910",2018-01-02,21.83
"2911",2018-01-03,22.05
"2912",2018-01-04,21.32
"2913",2018-01-05,21.37
"2914",2018-01-06,23.48
"2915",2018-01-07,26.4
"2916",2018-01-08,29.09
"2917",2018-01-09,31.49
"2918",2018-01-10,35.98
"2919",2018-01-11,41.86
"2920",2018-01-12,38.09
"2921",2018-01-13,35.37
"2922",2018-01-14,23.84
"2923",2018-01-15,24.19
"2924",2018-01-17,26.84
"2925",2018-01-18,26.6
"2926",2018-01-19,27.08
"2927",2018-01-20,28.04
"2928",2018-01-21,28.76
"2929",2018-01-27,237.38
"2930",2018-01-28,158.55
"2931",2018-01-29,60.39
"2932",2018-01-30,35.3
"2933",2018-01-31,36.5
"2934",2018-02-01,29.65
"2935",2018-02-02,28.89
"2936",2018-02-03,32.88
"2937",2018-02-04,30.56
"2938",2018-02-05,28.64
"2939",2018-02-06,32.23
"2940",2018-02-07,34.13
"2941",2018-02-08,34.32
"2942",2018-02-09,35.12
"2943",2018-02-10,35.49
"2944",2018-02-11,36.31
"2945",2018-02-12,35.38
"2946",2018-02-13,36.98
"2947",2018-02-15,89.2
"2948",2018-02-16,271.2
"2949",2018-02-17,193.5
"2950",2018-02-18,107.9
"2951",2018-02-27,2450
"2952",2018-03-01,767.3
"2953",2018-03-02,502.9
"2954",2018-03-03,358.8
"2955",2018-03-04,284.5
"2956",2018-03-07,171.85
"2957",2018-03-08,162.39
"2958",2018-03-09,145.19
"2959",2018-03-10,128.51
"2960",2018-03-11,108.62
"2961",2018-03-12,102.71
"2962",2018-03-13,83.93
"2963",2018-03-15,70.17
"2964",2018-03-16,60.08
"2965",2018-03-17,58.25
"2966",2018-03-18,61.21
"2967",2018-03-19,69.18
"2968",2018-03-20,48.73
"2969",2018-03-21,49.39
"2970",2018-03-22,51.37
"2971",2018-03-23,52.81
"2972",2018-03-24,43.99
"2973",2018-03-25,40.91
"2974",2018-03-26,39.8
"2975",2018-03-27,53.46
"2976",2018-03-28,50.02
"2977",2018-03-29,52.14
"2978",2018-03-30,39.89
"2979",2018-03-31,45.7
"2980",2018-04-01,41.7
"2981",2018-04-02,38.9
"2982",2018-04-03,37.26
"2983",2018-04-04,30.37
"2984",2018-04-06,35.21
"2985",2018-04-07,29.79
"2986",2018-04-08,28.48
"2987",2018-04-09,24.36
"2988",2018-04-10,23.22
"2989",2018-04-12,49.67
"2990",2018-04-13,84.13
"2991",2018-04-15,52.87
"2992",2018-04-16,52.83
"2993",2018-04-17,57.65
"2994",2018-04-19,73.98
"2995",2018-04-20,119.8
"2996",2018-04-21,119.49
"2997",2018-04-22,101.4
"2998",2018-04-23,87.43
"2999",2018-04-24,79.04
"3000",2018-04-25,62.3
"3001",2018-04-26,61.83
"3002",2018-04-27,54.4
"3003",2018-04-28,49.2
"3004",2018-04-29,43.34
"3005",2018-04-30,38.22
"3006",2018-05-01,68.81
"3007",2018-05-06,386.9
"3008",2018-05-08,233.12
"3009",2018-05-09,299.1
"3010",2018-05-11,395.8
"3011",2018-05-12,387
"3012",2018-05-13,424
"3013",2018-05-16,186
"3014",2018-05-17,166.43
"3015",2018-05-19,130.22
"3016",2018-05-20,159.4
"3017",2018-05-21,171.4
"3018",2018-05-22,171.8
"3019",2018-05-23,143.38
"3020",2018-05-24,127.61
"3021",2018-05-25,114.41
"3022",2018-05-26,131.99
"3023",2018-05-27,114.44
"3024",2018-05-28,107.48
"3025",2018-05-29,104.55
"3026",2018-05-30,133.66
"3027",2018-06-01,116.78
"3028",2018-06-02,93.54
"3029",2018-06-03,103.97
"3030",2018-06-04,80.78
"3031",2018-06-05,87.61
"3032",2018-06-06,77.84
"3033",2018-06-08,66.11
"3034",2018-06-09,61.08
"3035",2018-06-10,249
"3036",2018-06-11,112.3
"3037",2018-06-12,77
"3038",2018-06-13,67.41
"3039",2018-06-15,55
"3040",2018-06-17,93.3
"3041",2018-06-18,78.4
"3042",2018-06-19,251.1
"3043",2018-06-21,146.6
"3044",2018-06-22,126.4
"3045",2018-06-23,91.16
"3046",2018-06-24,77.79
"3047",2018-06-25,68.48
"3048",2018-06-26,216.5
"3049",2018-06-27,365.2
"3050",2018-06-28,122.4
"3051",2018-06-29,80.1
"3052",2018-06-30,74.97
"3053",2018-07-01,70.81
"3054",2018-07-02,68.49
"3055",2018-07-03,54.18
"3056",2018-07-04,47.51
"3057",2018-07-05,52.06
"3058",2018-07-06,41.31
"3059",2018-07-07,40.39
"3060",2018-07-08,38.51
"3061",2018-07-10,42.03
"3062",2018-07-11,35.37
"3063",2018-07-12,35.59
"3064",2018-07-14,62.46
"3065",2018-07-15,45.73
"3066",2018-07-16,46.76
"3067",2018-07-17,40.5
"3068",2018-07-18,35.38
"3069",2018-07-19,39.48
"3070",2018-07-20,99
"3071",2018-07-21,91.6
"3072",2018-07-22,55.79
"3073",2018-07-23,46.07
"3074",2018-07-24,41.16
"3075",2018-07-25,34.3
"3076",2018-07-26,43.92
"3077",2018-07-27,39.23
"3078",2018-07-28,35.41
"3079",2018-07-30,35.75
"3080",2018-07-31,43.72
"3081",2018-08-01,34.59
"3082",2018-08-02,53.05
"3083",2018-08-03,36.78
"3084",2018-08-04,29.9
"3085",2018-08-05,37.07
"3086",2018-08-06,66.54
"3087",2018-08-08,38.08
"3088",2018-08-09,57.6
"3089",2018-08-10,60.1
"3090",2018-08-11,41.45
"3091",2018-08-12,36.73
"3092",2018-08-13,35.52
"3093",2018-08-14,33.04
"3094",2018-08-16,57.6
"3095",2018-08-19,96
"3096",2018-08-25,385
"3097",2018-08-28,385.8
"3098",2018-08-31,249.9
"3099",2018-09-02,422.8
"3100",2018-09-04,356.9
"3101",2018-09-05,462
"3102",2018-09-07,302.7
"3103",2018-09-08,235.1
"3104",2018-09-09,196.6
"3105",2018-09-11,143.08
"3106",2018-09-12,128.13
"3107",2018-09-14,101.85
"3108",2018-09-15,91.52
"3109",2018-09-16,81.54
"3110",2018-09-18,86.01
"3111",2018-09-19,95.04
"3112",2018-09-20,159.9
"3113",2018-09-21,213
"3114",2018-09-22,117.41
"3115",2018-09-23,101.93
"3116",2018-09-24,83.05
"3117",2018-09-25,110.2
"3118",2018-09-26,170.3
"3119",2018-09-28,106.9
"3120",2018-09-29,106.01
"3121",2018-09-30,110.79
"3122",2018-10-01,1669.4
"3123",2018-10-04,341.6
"3124",2018-10-05,252.2
"3125",2018-10-06,695
"3126",2018-10-11,480.7
"3127",2018-10-14,273.5
"3128",2018-10-15,196.8
"3129",2018-10-17,177.29
"3130",2018-10-18,139.93
"3131",2018-10-19,153.22
"3132",2018-10-20,162.83
"3133",2018-10-21,127.56
"3134",2018-10-22,129.15
"3135",2018-10-23,113.44
"3136",2018-10-24,99.99
"3137",2018-10-25,95.75
"3138",2018-10-26,89.06
"3139",2018-10-27,80.2
"3140",2018-10-28,78.63
"3141",2018-10-29,76.75
"3142",2018-10-30,87.3
"3143",2018-10-31,85.7
"3144",2018-11-01,76.6
"3145",2018-11-02,71.06
"3146",2018-11-03,68.8
"3147",2018-11-04,125.8
"3148",2018-11-09,100.2
"3149",2018-11-10,79.7
"3150",2018-11-11,76.7
"3151",2018-11-12,70.5
"3152",2018-11-13,58.39
"3153",2018-11-15,50.88
"3154",2018-11-16,53.91
"3155",2018-11-17,52.64
"3156",2018-11-18,48.36
"3157",2018-11-19,52.36
"3158",2018-11-20,44.49
"3159",2018-11-21,53.64
"3160",2018-11-22,45.77
"3161",2018-11-23,44.55
"3162",2018-11-24,60.89
"3163",2018-11-25,64.57
"3164",2018-11-26,44.16
"3165",2018-11-27,46.41
"3166",2018-11-28,42.94
"3167",2018-11-29,45.71
"3168",2018-11-30,46.17
"3169",2018-12-01,71.8
"3170",2018-12-03,115.9
"3171",2018-12-04,68.6
"3172",2018-12-05,54.1
"3173",2018-12-06,47.33
"3174",2018-12-07,37.04
"3175",2018-12-08,35.65
"3176",2018-12-09,33.37
"3177",2018-12-10,30.49
"3178",2018-12-11,30.66
"3179",2018-12-12,30.13
"3180",2018-12-14,30.09
"3181",2018-12-15,29.52
"3182",2018-12-16,28.84
"3183",2018-12-17,29.37
"3184",2018-12-18,28.47
"3185",2018-12-19,30.5
"3186",2018-12-20,33.71
"3187",2018-12-21,32.41
"3188",2018-12-22,30.65
"3189",2018-12-23,29.1
"3190",2018-12-24,30.64
"3191",2018-12-25,29.66
"3192",2018-12-26,32.89
"3193",2018-12-27,251.4
"3194",2018-12-30,253.4
"3195",2018-12-31,190.86
"3196",2019-01-01,132.84
"3197",2019-01-02,93.14
"3198",2019-01-03,70.87
"3199",2019-01-04,60.64
"3200",2019-01-05,54.19
"3201",2019-01-06,52.02
"3202",2019-01-11,254.1
"3203",2019-01-12,203.4
"3204",2019-01-13,154.93
"3205",2019-01-14,115.84
"3206",2019-01-16,85.18
"3207",2019-01-17,74.51
"3208",2019-01-18,70.74
"3209",2019-01-19,59.5
"3210",2019-01-20,66.84
"3211",2019-01-21,61.66
"3212",2019-01-22,63.73
"3213",2019-01-23,62.85
"3214",2019-01-24,59.57
"3215",2019-01-25,53.82
"3216",2019-01-26,54.49
"3217",2019-01-27,53.6
"3218",2019-01-28,51.54
"3219",2019-01-29,48.32
"3220",2019-01-30,42.14
"3221",2019-01-31,43.75
"3222",2019-02-01,41.07
"3223",2019-02-02,43.5
"3224",2019-02-03,203.2
"3225",2019-02-07,1370.3
"3226",2019-02-09,559.5
"3227",2019-02-10,360.01
"3228",2019-02-12,127.38
"3229",2019-02-13,108.73
"3230",2019-02-14,106.8
"3231",2019-02-15,84.7
"3232",2019-02-16,79.58
"3233",2019-02-17,77.52
"3234",2019-02-18,66.88
"3235",2019-02-19,58.83
"3236",2019-02-20,57.52
"3237",2019-02-21,51.21
"3238",2019-02-22,45.49
"3239",2019-02-23,61.76
"3240",2019-02-25,121.7
"3241",2019-02-27,78.5
"3242",2019-02-28,62.2
"3243",2019-03-01,54.47
"3244",2019-03-02,47.11
"3245",2019-03-03,42.9
"3246",2019-03-04,38.85
"3247",2019-03-05,40.89
"3248",2019-03-06,40.21
"3249",2019-03-07,40.28
"3250",2019-03-08,41.98
"3251",2019-03-09,48.8
"3252",2019-03-10,61.2
"3253",2019-03-11,59.6
"3254",2019-03-12,97.5
"3255",2019-03-21,806.5
"3256",2019-03-22,607.7
"3257",2019-03-23,431.6
"3258",2019-03-26,201.95
"3259",2019-03-27,147.04
"3260",2019-03-28,153.97
"3261",2019-03-29,141.54
"3262",2019-03-30,132.3
"3263",2019-03-31,104.66
"3264",2019-04-01,87.88
"3265",2019-04-02,109.58
"3266",2019-04-03,103.76
"3267",2019-04-04,92.13
"3268",2019-04-05,82.08
"3269",2019-04-07,89.07
"3270",2019-04-08,97.03
"3271",2019-04-09,122.14
"3272",2019-04-11,137.4
"3273",2019-04-14,116.3
"3274",2019-04-15,86.23
"3275",2019-04-20,97.88
"3276",2019-04-21,89.51
"3277",2019-04-24,133.6
"3278",2019-04-25,123.76
"3279",2019-04-26,102.86
"3280",2019-04-27,96.06
"3281",2019-04-28,97.08
"3282",2019-04-30,111.8
"3283",2019-05-01,105.8
"3284",2019-05-03,87.04
"3285",2019-05-04,76.11
"3286",2019-05-05,88.37
"3287",2019-05-07,102.9
"3288",2019-05-08,114
"3289",2019-05-10,133
"3290",2019-05-11,105.6
"3291",2019-05-12,93.4
"3292",2019-05-14,68.58
"3293",2019-05-20,156.2
"3294",2019-05-21,171.7
"3295",2019-05-23,164.6
"3296",2019-05-24,204.9
"3297",2019-05-29,617.5
"3298",2019-05-30,457.3
"3299",2019-06-01,297.79
"3300",2019-06-02,246.56
"3301",2019-06-04,153.6
"3302",2019-06-05,190.4
"3303",2019-06-06,142.3
"3304",2019-06-07,122.02
"3305",2019-06-08,113.89
"3306",2019-06-09,104.24
"3307",2019-06-10,98.71
"3308",2019-06-12,128
"3309",2019-06-13,119.2
"3310",2019-06-14,66.61
"3311",2019-06-15,102.15
"3312",2019-06-16,99.2
"3313",2019-06-17,67.47
"3314",2019-06-18,62.09
"3315",2019-06-19,72.5
"3316",2019-06-20,64.75
"3317",2019-06-21,56.93
"3318",2019-06-22,50.76
"3319",2019-06-23,49.9
"3320",2019-06-24,124.9
"3321",2019-06-25,131.1
"3322",2019-06-27,66.03
"3323",2019-07-03,570.5
"3324",2019-07-04,1076
"3325",2019-07-05,619.1
"3326",2019-07-07,435
"3327",2019-07-08,294.9
"3328",2019-07-09,200.9
"3329",2019-07-10,169
"3330",2019-07-11,166.94
"3331",2019-07-12,115.61
"3332",2019-07-13,109.92
"3333",2019-07-14,85
"3334",2019-07-16,82.68
"3335",2019-07-17,74.31
"3336",2019-07-18,207.2
"3337",2019-07-21,367.9
"3338",2019-07-23,158.4
"3339",2019-07-24,118.42
"3340",2019-07-25,113.38
"3341",2019-07-26,96.9
"3342",2019-07-27,104.99
"3343",2019-07-28,85.6
"3344",2019-07-29,100.89
"3345",2019-07-30,87.58
"3346",2019-07-31,67.95
"3347",2019-08-01,59.96
"3348",2019-08-02,58.69
"3349",2019-08-03,54.29
"3350",2019-08-04,61.09
"3351",2019-08-05,57.24
"3352",2019-08-07,90.04
"3353",2019-08-08,95.37
"3354",2019-08-09,78.04
"3355",2019-08-10,70.32
"3356",2019-08-11,116.8
"3357",2019-08-12,96.7
"3358",2019-08-13,92.2
"3359",2019-08-14,102.7
"3360",2019-08-16,91.23
"3361",2019-08-17,84.51
"3362",2019-08-18,95.9
"3363",2019-08-19,89.32
"3364",2019-08-20,76.57
"3365",2019-08-21,74.01
"3366",2019-08-22,70.33
"3367",2019-08-23,66.13
"3368",2019-08-24,61.54
"3369",2019-08-25,60.95
"3370",2019-08-26,67.13
"3371",2019-08-27,64.18
"3372",2019-08-28,63.7
"3373",2019-08-29,57.86
"3374",2019-08-30,62.91
"3375",2019-08-31,57.44
"3376",2019-09-01,53.56
"3377",2019-09-02,52.78
"3378",2019-09-03,55.12
"3379",2019-09-04,62.7
"3380",2019-09-05,49.55
"3381",2019-09-06,59.16
"3382",2019-09-07,52.38
"3383",2019-09-08,54.11
"3384",2019-09-09,50.25
"3385",2019-09-10,241.5
"3386",2019-09-11,117.8
"3387",2019-09-12,205.3
"3388",2019-09-13,822
"3389",2019-09-14,283.4
"3390",2019-09-15,194.5
"3391",2019-09-18,120.44
"3392",2019-09-19,122.55
"3393",2019-09-20,113.34
"3394",2019-09-21,90.99
"3395",2019-09-22,615.3
"3396",2019-09-23,468
"3397",2019-09-25,187.5
"3398",2019-09-26,147.9
"3399",2019-09-27,142.4
"3400",2019-09-28,148.2
"3401",2019-09-29,245.5
"3402",2019-09-30,222.3
"3403",2019-10-07,812.9
"3404",2019-10-08,481.3
"3405",2019-10-10,316.2
"3406",2019-10-11,245.8
"3407",2019-10-12,316
"3408",2019-10-13,268.23
"3409",2019-10-14,219.78
"3410",2019-10-16,190.06
"3411",2019-10-17,165.59
"3412",2019-10-18,145.3
"3413",2019-10-19,152.49
"3414",2019-10-20,137.34
"3415",2019-10-21,82
"3416",2019-10-22,194.9
"3417",2019-10-23,135.76
"3418",2019-10-24,77.76
"3419",2019-10-25,69.72
"3420",2019-10-26,71.33
"3421",2019-10-27,71.57
"3422",2019-10-28,66.41
"3423",2019-10-29,67.32
"3424",2019-10-30,66.73
"3425",2019-10-31,62.05
"3426",2019-11-01,61.29
"3427",2019-11-02,70.7
"3428",2019-11-03,61.3
"3429",2019-11-04,70.6
"3430",2019-11-05,61.5
"3431",2019-11-06,61.45
"3432",2019-11-07,51.55
"3433",2019-11-08,40.11
"3434",2019-11-09,48.1
"3435",2019-11-10,49.47
"3436",2019-11-11,44.74
"3437",2019-11-12,34.25
"3438",2019-11-13,38.86
"3439",2019-11-15,40.3
"3440",2019-11-16,44.55
"3441",2019-11-17,49.2
"3442",2019-11-18,53.07
"3443",2019-11-19,55.05
"3444",2019-11-20,55.59
"3445",2019-11-21,173.8
"3446",2019-11-23,80.4
"3447",2019-11-24,74.1
"3448",2019-11-25,69.26
"3449",2019-11-27,496.6
"3450",2019-11-29,81.4
"3451",2019-11-30,90.9
"3452",2019-12-01,194.1
"3453",2019-12-02,119.2
"3454",2019-12-03,81.5
"3455",2019-12-04,74.5
"3456",2019-12-05,65.8
"3457",2019-12-06,63.1
"3458",2019-12-07,52.96
"3459",2019-12-08,61.8
"3460",2019-12-09,56.9
"3461",2019-12-10,55.5
"3462",2019-12-11,46.16
"3463",2019-12-12,48.83
"3464",2019-12-13,48.22
"3465",2019-12-14,47.79
"3466",2019-12-15,43.25
"3467",2019-12-17,43.14
"3468",2019-12-18,40.43
"3469",2019-12-19,43.61
"3470",2019-12-20,45.87
"3471",2019-12-21,47.12
"3472",2019-12-22,49.04
"3473",2019-12-23,52.37
"3474",2019-12-24,52.11
"3475",2019-12-25,54.13
"3476",2019-12-26,54.32
"3477",2019-12-27,57.41
"3478",2019-12-28,77.8
"3479",2019-12-29,222.1
"3480",2020-01-01,123.83
"3481",2020-01-02,88.9
"3482",2020-01-03,85.35
"3483",2020-01-04,73.21
"3484",2020-01-05,62.17
"3485",2020-01-06,63.07
"3486",2020-01-07,55.65
"3487",2020-01-08,51.88
"3488",2020-01-09,53.24
"3489",2020-01-10,55.39
"3490",2020-01-11,49.19
"3491",2020-01-12,47.04
"3492",2020-01-13,47.66
"3493",2020-01-14,46.57
"3494",2020-01-16,41.15
"3495",2020-01-17,40.79
"3496",2020-01-18,47.55
"3497",2020-01-19,41.33
"3498",2020-01-20,44.46
"3499",2020-01-21,42.84
"3500",2020-01-22,45.24
"3501",2020-01-23,46.62
"3502",2020-01-24,47.42
"3503",2020-01-25,45.94
"3504",2020-01-26,46.37
"3505",2020-01-27,45.69
"3506",2020-01-28,44.85
"3507",2020-01-29,43.99
"3508",2020-01-30,43.28
"3509",2020-01-31,43.48
"3510",2020-02-01,43.7
"3511",2020-02-02,54.91
"3512",2020-02-03,78.1
"3513",2020-02-04,69.2
"3514",2020-02-05,56.76
"3515",2020-02-06,49.6
"3516",2020-02-07,43.99
"3517",2020-02-08,41.69
"3518",2020-02-09,41.77
"3519",2020-02-10,39.6
"3520",2020-02-11,39.07
"3521",2020-02-13,36.12
"3522",2020-02-14,34.37
"3523",2020-02-15,38.54
"3524",2020-02-16,40.49
"3525",2020-02-17,40.13
"3526",2020-02-18,39.52
"3527",2020-02-19,35.6
"3528",2020-02-20,33.4
"3529",2020-02-21,35.81
"3530",2020-02-22,38.65
"3531",2020-02-23,39.7
"3532",2020-02-24,43.05
"3533",2020-02-25,43.65
"3534",2020-02-26,39.74
"3535",2020-02-27,40.17
"3536",2020-02-28,39.8
"3537",2020-02-29,46.47
"3538",2020-03-01,79.66
"3539",2020-03-02,178
"3540",2020-03-03,247.6
"3541",2020-03-08,331.2
"3542",2020-03-14,170.18
"3543",2020-03-15,115.63
"3544",2020-03-17,95.32
"3545",2020-03-18,106.32
"3546",2020-03-19,383.2
"3547",2020-03-22,376.1
"3548",2020-03-24,218.9
"3549",2020-03-25,182.64
"3550",2020-03-26,170.05
"3551",2020-03-27,147.21
"3552",2020-03-28,183.6
"3553",2020-03-29,684.1
"3554",2020-03-31,129.6
"3555",2020-04-01,105.5
"3556",2020-04-02,93.9
"3557",2020-04-03,88.68
"3558",2020-04-04,87.22
"3559",2020-04-05,77.97
"3560",2020-04-06,74.49
"3561",2020-04-07,72.45
"3562",2020-04-08,73.39
"3563",2020-04-09,77.11
"3564",2020-04-10,67.17
"3565",2020-04-11,60.61
"3566",2020-04-12,63.21
"3567",2020-04-13,65.1
"3568",2020-04-14,61.51
"3569",2020-04-16,49.98
"3570",2020-04-17,48.97
"3571",2020-04-18,37.87
"3572",2020-04-19,54.37
"3573",2020-04-20,40.86
"3574",2020-04-21,44.32
"3575",2020-04-22,43.95
"3576",2020-04-23,48.67
"3577",2020-04-24,42.03
"3578",2020-04-25,41.77
"3579",2020-04-26,38.93
"3580",2020-04-27,41.58
"3581",2020-04-28,45.33
"3582",2020-04-29,61.4
"3583",2020-04-30,49.6
"3584",2020-05-01,41.58
"3585",2020-05-02,42.25
"3586",2020-05-03,38.97
"3587",2020-05-04,37.15
"3588",2020-05-05,31.72
"3589",2020-05-06,32.33
"3590",2020-05-07,33.73
"3591",2020-05-08,31.87
"3592",2020-05-09,27.11
"3593",2020-05-10,37.83
"3594",2020-05-11,34.66
"3595",2020-05-12,37.33
"3596",2020-05-13,32.79
"3597",2020-05-14,48.02
"3598",2020-05-15,77.5
"3599",2020-05-16,51.27
"3600",2020-05-20,248.1
"3601",2020-05-22,116
"3602",2020-05-23,115
"3603",2020-05-24,136.6
"3604",2020-05-25,101.94
"3605",2020-05-26,132.3
"3606",2020-05-27,127.2
"3607",2020-05-28,618.5
"3608",2020-05-31,202.9
"3609",2020-06-03,186.6
"3610",2020-06-04,113.77
"3611",2020-06-05,90.7
"3612",2020-06-06,82.1
"3613",2020-06-07,74.72
"3614",2020-06-08,72.48
"3615",2020-06-09,79.91
"3616",2020-06-10,548.1
"3617",2020-06-13,109.9
"3618",2020-06-14,91.06
"3619",2020-06-16,80.68
"3620",2020-06-17,74.28
"3621",2020-06-18,71.42
"3622",2020-06-19,70.69
"3623",2020-06-20,70.04
"3624",2020-06-21,72.9
"3625",2020-06-22,96.01
"3626",2020-06-23,104.6
"3627",2020-06-24,105.3
"3628",2020-06-25,98.9
"3629",2020-06-26,212.7
"3630",2020-06-27,406.3
"3631",2020-06-28,161.4
"3632",2020-06-29,418.8
"3633",2020-06-30,274.3
"3634",2020-07-01,111.9
"3635",2020-07-02,95.6
"3636",2020-07-03,85.92
"3637",2020-07-04,77.08
"3638",2020-07-05,72.34
"3639",2020-07-06,69.42
"3640",2020-07-08,221.3
"3641",2020-07-09,292.1
"3642",2020-07-10,1749
"3643",2020-07-11,701
"3644",2020-07-12,474.2
"3645",2020-07-14,290.9
"3646",2020-07-15,433
"3647",2020-07-16,386.5
"3648",2020-07-17,292.9
"3649",2020-07-18,191.4
"3650",2020-07-19,163.93
"3651",2020-07-20,135.49
"3652",2020-07-21,110.56
"3653",2020-07-22,109.58
"3654",2020-07-23,97.93
"3655",2020-07-24,82.7
"3656",2020-07-25,76
"3657",2020-07-26,134.8
"3658",2020-07-27,203.5
"3659",2020-07-28,115.5
"3660",2020-07-29,105.8
"3661",2020-07-30,87.43
"3662",2020-07-31,77.06
"3663",2020-08-01,71.94
"3664",2020-08-02,74.28
"3665",2020-08-03,73.83
"3666",2020-08-05,65.73
"3667",2020-08-06,63.64
"3668",2020-08-07,59.83
"3669",2020-08-08,60.06
"3670",2020-08-09,74.99
"3671",2020-08-10,109.07
"3672",2020-08-11,91.21
"3673",2020-08-12,77.22
"3674",2020-08-14,66.36
"3675",2020-08-15,64.47
"3676",2020-08-16,65.51
"3677",2020-08-17,65.67
"3678",2020-08-18,64.05
"3679",2020-08-19,57.57
"3680",2020-08-20,59.05
"3681",2020-08-21,58.5
"3682",2020-08-22,55.99
"3683",2020-08-23,57.06
"3684",2020-08-24,53.56
"3685",2020-08-25,48.5
"3686",2020-08-26,48.75
"3687",2020-08-27,63.04
"3688",2020-08-28,104.57
"3689",2020-08-29,82.07
"3690",2020-08-30,66.89
"3691",2020-08-31,72.4
"3692",2020-09-01,62.48
"3693",2020-09-02,59.2
"3694",2020-09-03,70.19
"3695",2020-09-04,66.35
"3696",2020-09-05,61.66
"3697",2020-09-06,64.17
"3698",2020-09-07,75.74
"3699",2020-09-08,72.16
"3700",2020-09-10,107.6
"3701",2020-09-11,150.1
"3702",2020-09-12,298.6
"3703",2020-09-13,170.5
"3704",2020-09-14,110.6
"3705",2020-09-16,81.6
"3706",2020-09-17,67.39
"3707",2020-09-18,58.57
"3708",2020-09-19,53
"3709",2020-09-20,50.49
"3710",2020-09-21,48.92
"3711",2020-09-22,49.56
"3712",2020-09-23,45.02
"3713",2020-09-24,43.83
"3714",2020-09-25,40.11
"3715",2020-09-26,38.53
"3716",2020-09-27,53.96
"3717",2020-09-28,50.85
"3718",2020-09-29,44.93
"3719",2020-09-30,43.18
"3720",2020-10-01,42.74
"3721",2020-10-02,40
"3722",2020-10-03,38.94
"3723",2020-10-04,38.43
"3724",2020-10-05,28.89
"3725",2020-10-06,40.25
"3726",2020-10-08,32.66
"3727",2020-10-09,28.02
"3728",2020-10-10,34.94
"3729",2020-10-11,28.94
"3730",2020-10-12,30.42
"3731",2020-10-13,31.51
"3732",2020-10-14,26.21
"3733",2020-10-16,27.04
"3734",2020-10-17,25.76
"3735",2020-10-18,32.29
"3736",2020-10-19,27.52
"3737",2020-10-20,27.37
"3738",2020-10-21,28.96
"3739",2020-10-26,353.5
"3740",2020-10-27,201.99
"3741",2020-10-28,169.07
"3742",2020-10-29,164.45
"3743",2020-10-30,136.68
"3744",2020-10-31,116.13
"3745",2020-11-01,127.84
"3746",2020-11-02,110.19
"3747",2020-11-03,109.51
"3748",2020-11-04,104.46
"3749",2020-11-05,102.86
"3750",2020-11-06,94.47
"3751",2020-11-07,93.09
"3752",2020-11-08,95.9
"3753",2020-11-09,84.48
"3754",2020-11-13,167
"3755",2020-11-14,119.5
"3756",2020-11-15,134.1
"3757",2020-11-17,102.69
"3758",2020-11-18,76.8
"3759",2020-11-19,101.08
"3760",2020-11-20,83.74
"3761",2020-11-21,73.31
"3762",2020-11-22,65.13
"3763",2020-11-23,62.64
"3764",2020-11-24,70.13
"3765",2020-11-25,118.2
"3766",2020-11-26,103.5
"3767",2020-11-27,84.13
"3768",2020-11-28,66.99
"3769",2020-11-29,67.7
"3770",2020-11-30,60.7
"3771",2020-12-01,50.57
"3772",2020-12-02,48.17
"3773",2020-12-03,45
"3774",2020-12-04,48.89
"3775",2020-12-05,43.68
"3776",2020-12-06,40.53
"3777",2020-12-07,38.86
"3778",2020-12-08,34.41
"3779",2020-12-09,39.42
"3780",2020-12-10,34.54
"3781",2020-12-11,49.96
"3782",2020-12-12,43.71
"3783",2020-12-13,36.81
"3784",2020-12-14,36.08
"3785",2020-12-16,37.24
"3786",2020-12-17,31.62
"3787",2020-12-18,29.8
"3788",2020-12-19,32.79
"3789",2020-12-20,31.13
"3790",2020-12-21,32.35
"3791",2020-12-22,31.71
"3792",2020-12-23,36.13
"3793",2020-12-24,66.87
"3794",2020-12-25,55.17
"3795",2020-12-26,51.81
"3796",2020-12-27,49.05
"3797",2020-12-28,46.25
"3798",2020-12-29,41.33
"3799",2020-12-30,43.8
"3800",2020-12-31,40.89
"3801",2021-01-01,38.43
"3802",2021-01-02,36.54
