Source_ID,Site_ID,sampledate,Q_cfs,TotP_lbday,TotP_mgL
USGS,USGS 5427850,1/15/2020,100,22.9,0.0422
Not listed,WIDNR 133040,1/15/2020,,,0.0421
USGS,USGS 5427850,1/16/2020,88.6,20.1,0.0419
USGS,USGS 5427850,1/17/2020,78.5,17.8,0.0419
USGS,USGS 5427850,1/18/2020,100,22.6,0.0418
USGS,USGS 5427850,1/19/2020,89.4,20.2,0.0418
USGS,USGS 5427850,1/20/2020,83.9,18.9,0.0417
USGS,USGS 5427850,1/21/2020,79.4,17.9,0.0416
USGS,USGS 5427850,1/22/2020,85.7,19.2,0.0416
USGS,USGS 5427850,1/23/2020,90.8,20.4,0.0415
USGS,USGS 5427850,1/24/2020,95.8,21.5,0.0415
USGS,USGS 5427850,1/25/2020,96,21.5,0.0414
USGS,USGS 5427850,1/26/2020,101,22.5,0.0414
USGS,USGS 5427850,1/27/2020,101,22.6,0.0413
USGS,USGS 5427850,1/28/2020,98.5,21.9,0.0413
USGS,USGS 5427850,1/29/2020,96.1,21.4,0.0412
USGS,USGS 5427850,1/30/2020,94.5,21,0.0411
USGS,USGS 5427850,1/31/2020,95.9,21.3,0.0411
USGS,USGS 5427850,2/1/2020,95,21.1,0.041
USGS,USGS 5427850,2/2/2020,109,27,0.0454
USGS,USGS 5427850,2/3/2020,126,37.8,0.0554
USGS,USGS 5427850,2/4/2020,113,32.8,0.0537
USGS,USGS 5427850,2/5/2020,105,27.6,0.0488
USGS,USGS 5427850,2/6/2020,104,24.6,0.0438
USGS,USGS 5427850,2/7/2020,98.2,21.3,0.0402
USGS,USGS 5427850,2/8/2020,96,20.7,0.04
USGS,USGS 5427850,2/9/2020,98.9,21.4,0.04
USGS,USGS 5427850,2/10/2020,95.2,20.6,0.04
USGS,USGS 5427850,2/11/2020,93.5,20.2,0.04
USGS,USGS 5427850,2/12/2020,95.2,20.6,0.04
Not listed,WIDNR 133040,2/12/2020,,,0.0402
USGS,USGS 5427850,2/13/2020,88.4,19.1,0.04
USGS,USGS 5427850,2/14/2020,76.4,16.5,0.04
USGS,USGS 5427850,2/15/2020,88.1,19,0.04
USGS,USGS 5427850,2/16/2020,96,20.7,0.04
USGS,USGS 5427850,2/17/2020,92.4,20,0.04
USGS,USGS 5427850,2/18/2020,93.2,20.1,0.04
USGS,USGS 5427850,2/19/2020,84.8,18.3,0.04
USGS,USGS 5427850,2/20/2020,74.9,16.2,0.04
USGS,USGS 5427850,2/21/2020,81.8,17.7,0.04
USGS,USGS 5427850,2/22/2020,90.8,19.6,0.04
USGS,USGS 5427850,2/23/2020,94.1,20.3,0.04
USGS,USGS 5427850,2/24/2020,100,21.7,0.04
USGS,USGS 5427850,2/25/2020,101,21.8,0.04
USGS,USGS 5427850,2/26/2020,85.4,18.4,0.04
USGS,USGS 5427850,2/27/2020,88.9,19.2,0.04
USGS,USGS 5427850,2/28/2020,87.8,19,0.04
USGS,USGS 5427850,2/29/2020,85.2,18.4,0.04
USGS,USGS 5427850,3/1/2020,89.9,19.4,0.04
USGS,USGS 5427850,3/2/2020,101,21.8,0.04
USGS,USGS 5427850,3/3/2020,111,26,0.0427
USGS,USGS 5427850,3/4/2020,135,60.4,0.0822
Not listed,WIDNR 133040,3/4/2020,,,0.07
USGS,USGS 5427850,3/5/2020,138,153,0.201
Not listed,WIDNR 133040,3/5/2020,,,0.196
USGS,USGS 5427850,3/6/2020,185,223,0.222
Not listed,WIDNR 133040,3/6/2020,,,0.281
Not listed,WIDNR 133040,3/6/2020,,,0.184
USGS,USGS 5427850,3/7/2020,145,184,0.235
Not listed,WIDNR 133040,3/7/2020,,,0.261
USGS,USGS 5427850,3/8/2020,158,177,0.209
USGS,USGS 5427850,3/9/2020,212,170,0.149
Not listed,WIDNR 133040,3/9/2020,,,0.154
USGS,USGS 5427850,3/10/2020,269,210,0.144
Not listed,WIDNR 133040,3/10/2020,,,0.141
USGS,USGS 5427850,3/11/2020,254,213,0.156
Not listed,WIDNR 133040,3/11/2020,,,0.149
USGS,USGS 5427850,3/12/2020,204,173,0.156
Not listed,WIDNR 133040,3/12/2020,,,0.166
USGS,USGS 5427850,3/13/2020,169,123,0.135
Not listed,WIDNR 133040,3/13/2020,,,0.142
USGS,USGS 5427850,3/14/2020,168,107,0.117
USGS,USGS 5427850,3/15/2020,115,61.8,0.0995
USGS,USGS 5427850,3/16/2020,107,48.2,0.0833
Not listed,WIDNR 133040,3/16/2020,,,0.082
USGS,USGS 5427850,3/17/2020,117,48.3,0.0763
USGS,USGS 5427850,3/18/2020,124,47.4,0.0707
USGS,USGS 5427850,3/19/2020,162,56.7,0.0651
USGS,USGS 5427850,3/20/2020,363,150,0.0752
Lake evaluation monitoring - Aquatic plant management - Tier III - Halfmoon Lake,WIDNR 133040,3/20/2020,,,0.0608
USGS,USGS 5427850,3/21/2020,359,272,0.143
Lake evaluation monitoring - Aquatic plant management - Tier III - Halfmoon Lake,WIDNR 133040,3/21/2020,,,0.101
Lake evaluation monitoring - Aquatic plant management - Tier III - Halfmoon Lake,WIDNR 133040,3/21/2020,,,0.159
USGS,USGS 5427850,3/22/2020,203,195,0.179
USGS,USGS 5427850,3/23/2020,151,154,0.189
Lake evaluation monitoring - Aquatic plant management - Tier III - Halfmoon Lake,WIDNR 133040,3/23/2020,,,0.195
USGS,USGS 5427850,3/24/2020,140,129,0.171
USGS,USGS 5427850,3/25/2020,133,109,0.152
USGS,USGS 5427850,3/26/2020,138,99.9,0.133
USGS,USGS 5427850,3/27/2020,133,82.4,0.115
USGS,USGS 5427850,3/28/2020,141,72.7,0.0956
USGS,USGS 5427850,3/29/2020,152,61.1,0.0768
USGS,USGS 5427850,3/30/2020,189,63.8,0.0624
Not listed,WIDNR 133040,3/30/2020,,,0.0624
USGS,USGS 5427850,3/31/2020,128,41.7,0.0602
USGS,USGS 5427850,4/1/2020,119,37.7,0.0588
USGS,USGS 5427850,4/2/2020,114,35.3,0.0574
USGS,USGS 5427850,4/3/2020,114,34.5,0.056
USGS,USGS 5427850,4/4/2020,117,34.5,0.0545
USGS,USGS 5427850,4/5/2020,108,31,0.0531
USGS,USGS 5427850,4/6/2020,110,30.6,0.0516
USGS,USGS 5427850,4/7/2020,110,29.8,0.0502
USGS,USGS 5427850,4/8/2020,112,29.5,0.0488
USGS,USGS 5427850,4/9/2020,126,32.3,0.0473
USGS,USGS 5427850,4/10/2020,116,28.8,0.0459
USGS,USGS 5427850,4/11/2020,113,27.2,0.0445
USGS,USGS 5427850,4/12/2020,127,29.5,0.043
USGS,USGS 5427850,4/13/2020,109,24.4,0.0416
USGS,USGS 5427850,4/14/2020,134,28.9,0.0402
USGS,USGS 5427850,4/15/2020,127,26.7,0.0391
Lake evaluation monitoring of weevil control of Eurasian water milfoil in two West District Lakes,WIDNR 133040,4/15/2020,,,0.0387
USGS,USGS 5427850,4/16/2020,109,23,0.039
USGS,USGS 5427850,4/17/2020,110,23.1,0.039
USGS,USGS 5427850,4/18/2020,65.3,13.8,0.039
USGS,USGS 5427850,4/19/2020,149,31.4,0.039
USGS,USGS 5427850,4/20/2020,89.8,18.9,0.039
USGS,USGS 5427850,4/21/2020,111,23.4,0.039
USGS,USGS 5427850,4/22/2020,102,21.5,0.039
USGS,USGS 5427850,4/23/2020,108,22.7,0.039
USGS,USGS 5427850,4/24/2020,92.7,19.5,0.039
USGS,USGS 5427850,4/25/2020,99.3,20.9,0.039
USGS,USGS 5427850,4/26/2020,92.8,19.5,0.039
USGS,USGS 5427850,4/27/2020,97.9,20.6,0.039
USGS,USGS 5427850,4/28/2020,112,23.7,0.039
USGS,USGS 5427850,4/29/2020,141,29.6,0.039
USGS,USGS 5427850,4/30/2020,99.2,20.9,0.039
USGS,USGS 5427850,5/1/2020,92.5,19.5,0.039
USGS,USGS 5427850,5/2/2020,109,22.9,0.039
USGS,USGS 5427850,5/3/2020,104,21.9,0.039
USGS,USGS 5427850,5/4/2020,101,21.2,0.039
USGS,USGS 5427850,5/5/2020,79.3,16.7,0.039
USGS,USGS 5427850,5/6/2020,87.2,18.4,0.039
USGS,USGS 5427850,5/7/2020,96.9,20.4,0.039
USGS,USGS 5427850,5/8/2020,89.9,18.9,0.039
USGS,USGS 5427850,5/9/2020,69.6,14.7,0.039
USGS,USGS 5427850,5/10/2020,109,23,0.039
USGS,USGS 5427850,5/11/2020,90.3,19,0.039
USGS,USGS 5427850,5/12/2020,98.5,20.7,0.039
USGS,USGS 5427850,5/13/2020,73.5,15.5,0.039
USGS,USGS 5427850,5/14/2020,111,23.3,0.039
USGS,USGS 5427850,5/15/2020,124,26.2,0.039
USGS,USGS 5427850,5/16/2020,106,22.4,0.039
USGS,USGS 5427850,5/17/2020,180,78.4,0.0693
Not listed,WIDNR 133040,5/17/2020,,,0.117
USGS,USGS 5427850,5/18/2020,373,181,0.0896
Not listed,WIDNR 133040,5/18/2020,,,0.0614
Not listed,WIDNR 133040,5/18/2020,,,0.105
USGS,USGS 5427850,5/19/2020,289,251,0.165
Not listed,WIDNR 133040,5/19/2020,,,0.199
USGS,USGS 5427850,5/20/2020,153,132,0.156
USGS,USGS 5427850,5/21/2020,120,62.7,0.0962
Not listed,WIDNR 133040,5/21/2020,,,0.107
USGS,USGS 5427850,5/22/2020,115,45.3,0.073
USGS,USGS 5427850,5/23/2020,117,46.2,0.073
USGS,USGS 5427850,5/24/2020,166,65.3,0.073
USGS,USGS 5427850,5/25/2020,115,45.5,0.073
USGS,USGS 5427850,5/26/2020,97.2,38.3,0.073
USGS,USGS 5427850,5/27/2020,104,40.9,0.073
USGS,USGS 5427850,5/28/2020,147,70.2,0.0846
USGS,USGS 5427850,5/29/2020,387,244,0.117
Lake Poygan Breakwall PI survey grid creation and baseline survey,WIDNR 133040,5/29/2020,,,0.116
Lake Poygan Breakwall PI survey grid creation and baseline survey,WIDNR 133040,5/29/2020,,,0.116
USGS,USGS 5427850,5/30/2020,258,232,0.169
Lake Poygan Breakwall PI survey grid creation and baseline survey,WIDNR 133040,5/30/2020,,,0.169
USGS,USGS 5427850,5/31/2020,120,123,0.189
USGS,USGS 5427850,6/1/2020,86.5,90.1,0.196
Lake Poygan Breakwall PI survey grid creation and baseline survey,WIDNR 133040,6/1/2020,,,0.204
USGS,USGS 5427850,6/2/2020,124,108,0.162
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,6/2/2020,,,0.18
USGS,USGS 5427850,6/3/2020,146,98,0.124
USGS,USGS 5427850,6/4/2020,122,58.4,0.0867
USGS,USGS 5427850,6/5/2020,104,40.8,0.073
USGS,USGS 5427850,6/6/2020,96.1,37.9,0.073
USGS,USGS 5427850,6/7/2020,86.8,34.2,0.073
USGS,USGS 5427850,6/8/2020,85.9,33.9,0.073
USGS,USGS 5427850,6/9/2020,62,24.4,0.0731
USGS,USGS 5427850,6/10/2020,164,72.1,0.081
USGS,USGS 5427850,6/11/2020,274,133,0.0903
2018 - Lake evaluation monitoring of weevil control of Eurasian water milfoil in two West District Lakes,WIDNR 133040,6/11/2020,,,0.0948
USGS,USGS 5427850,6/12/2020,218,86.6,0.073
2018 - Lake evaluation monitoring of weevil control of Eurasian water milfoil in two West District Lakes,WIDNR 133040,6/12/2020,,,0.0696
USGS,USGS 5427850,6/13/2020,119,45.6,0.0711
USGS,USGS 5427850,6/14/2020,91.8,35.7,0.0721
USGS,USGS 5427850,6/15/2020,87,34.3,0.0729
319 Project- Upper East River Watershed Habitat Assessment and USFWS Plan Implementation Phase,WIDNR 133040,6/15/2020,,,0.0733
USGS,USGS 5427850,6/16/2020,92.7,36.5,0.073
USGS,USGS 5427850,6/17/2020,87.5,34.5,0.073
USGS,USGS 5427850,6/18/2020,87.6,34.5,0.073
USGS,USGS 5427850,6/19/2020,88,34.7,0.073
USGS,USGS 5427850,6/20/2020,84.1,33.2,0.073
USGS,USGS 5427850,6/21/2020,88.8,35,0.073
USGS,USGS 5427850,6/22/2020,110,43.4,0.073
USGS,USGS 5427850,6/23/2020,120,47.3,0.073
USGS,USGS 5427850,6/24/2020,98.9,39,0.073
USGS,USGS 5427850,6/25/2020,83.6,33,0.073
USGS,USGS 5427850,6/26/2020,115,46.8,0.0746
USGS,USGS 5427850,6/27/2020,168,74.8,0.0824
USGS,USGS 5427850,6/28/2020,143,65.5,0.0844
USGS,USGS 5427850,6/29/2020,88.7,37.8,0.0787
USGS,USGS 5427850,6/30/2020,86.1,34.3,0.0737
USGS,USGS 5427850,7/1/2020,88.1,34.7,0.073
USGS,USGS 5427850,7/2/2020,84.3,33.2,0.073
USGS,USGS 5427850,7/3/2020,82.4,32.5,0.073
USGS,USGS 5427850,7/4/2020,79.6,31.4,0.073
USGS,USGS 5427850,7/5/2020,77,30.4,0.073
USGS,USGS 5427850,7/6/2020,77.9,30.7,0.073
USGS,USGS 5427850,7/7/2020,112,44.2,0.073
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,7/7/2020,,,0.12
USGS,USGS 5427850,7/8/2020,134,52.8,0.073
USGS,USGS 5427850,7/9/2020,126,54.1,0.0793
USGS,USGS 5427850,7/10/2020,305,205,0.121
USGS,USGS 5427850,7/11/2020,360,324,0.168
USGS,USGS 5427850,7/12/2020,192,220,0.215
USGS,USGS 5427850,7/13/2020,107,142,0.247
Lake Winnebago and Up-River Lakes Floating and Emergent Vegetation Mapping,WIDNR 133040,7/13/2020,,,0.256
USGS,USGS 5427850,7/14/2020,101,121,0.223
USGS,USGS 5427850,7/15/2020,160,169,0.194
USGS,USGS 5427850,7/16/2020,154,136,0.165
USGS,USGS 5427850,7/17/2020,180,133,0.136
USGS,USGS 5427850,7/18/2020,118,68.2,0.107
USGS,USGS 5427850,7/19/2020,136,58.9,0.0796
USGS,USGS 5427850,7/20/2020,115,45.8,0.0736
USGS,USGS 5427850,7/21/2020,89.5,35.4,0.0732
USGS,USGS 5427850,7/22/2020,106,41.5,0.0728
USGS,USGS 5427850,7/23/2020,93.3,36.5,0.0723
USGS,USGS 5427850,7/24/2020,77.4,30.1,0.0719
USGS,USGS 5427850,7/25/2020,76,29.3,0.0715
USGS,USGS 5427850,7/26/2020,90.6,35.3,0.0717
USGS,USGS 5427850,7/27/2020,170,72.5,0.079
USGS,USGS 5427850,7/28/2020,132,59,0.0824
USGS,USGS 5427850,7/29/2020,131,55.9,0.079
USGS,USGS 5427850,7/30/2020,105,42.7,0.0755
USGS,USGS 5427850,7/31/2020,90.8,35.4,0.072
USGS,USGS 5427850,8/1/2020,86.4,32.1,0.0688
USGS,USGS 5427850,8/2/2020,96.4,35.2,0.0677
USGS,USGS 5427850,8/3/2020,97.4,35.4,0.0673
USGS,USGS 5427850,8/4/2020,87.5,31.6,0.0669
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,8/4/2020,,,0.1
USGS,USGS 5427850,8/5/2020,84.1,30.2,0.0665
USGS,USGS 5427850,8/6/2020,82.4,29.4,0.0662
USGS,USGS 5427850,8/7/2020,77.3,27.5,0.0658
USGS,USGS 5427850,8/8/2020,81.7,28.9,0.0654
USGS,USGS 5427850,8/9/2020,109,40.4,0.0678
USGS,USGS 5427850,8/10/2020,133,59.3,0.0828
USGS,USGS 5427850,8/11/2020,112,46.8,0.0771
USGS,USGS 5427850,8/12/2020,96.1,36.2,0.0695
USGS,USGS 5427850,8/13/2020,97.8,33.6,0.0636
Not listed,WIDNR 133040,8/13/2020,,,0.0632
USGS,USGS 5427850,8/14/2020,86.7,29.7,0.0635
USGS,USGS 5427850,8/15/2020,82.9,28.6,0.0639
USGS,USGS 5427850,8/16/2020,90.7,31.5,0.0643
USGS,USGS 5427850,8/17/2020,94.8,33.1,0.0647
USGS,USGS 5427850,8/18/2020,92.5,32.5,0.0652
USGS,USGS 5427850,8/19/2020,78.1,27.6,0.0656
USGS,USGS 5427850,8/20/2020,84.5,30.1,0.066
USGS,USGS 5427850,8/21/2020,85.1,30.5,0.0664
USGS,USGS 5427850,8/22/2020,79.7,28.8,0.0668
USGS,USGS 5427850,8/23/2020,85.6,31.1,0.0672
USGS,USGS 5427850,8/24/2020,76.9,28.1,0.0677
USGS,USGS 5427850,8/25/2020,61.5,22.6,0.0681
USGS,USGS 5427850,8/26/2020,67.7,25,0.0685
USGS,USGS 5427850,8/27/2020,100,39.3,0.0714
USGS,USGS 5427850,8/28/2020,115,51.2,0.0825
USGS,USGS 5427850,8/29/2020,119,51.2,0.0795
USGS,USGS 5427850,8/30/2020,99,41,0.0765
USGS,USGS 5427850,8/31/2020,77.8,30.9,0.0734
USGS,USGS 5427850,9/1/2020,66,25.4,0.0712
USGS,USGS 5427850,9/2/2020,70.3,27.1,0.0714
USGS,USGS 5427850,9/3/2020,108,41.7,0.0718
USGS,USGS 5427850,9/4/2020,102,39.8,0.0722
USGS,USGS 5427850,9/5/2020,91.7,36,0.0726
USGS,USGS 5427850,9/6/2020,72.3,28.5,0.073
USGS,USGS 5427850,9/7/2020,111,44.1,0.0734
USGS,USGS 5427850,9/8/2020,95.6,38.1,0.0738
USGS,USGS 5427850,9/9/2020,99.7,39.9,0.0742
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,9/9/2020,,,0.07
USGS,USGS 5427850,9/10/2020,111,44.9,0.0745
USGS,USGS 5427850,9/11/2020,129,52.2,0.0751
USGS,USGS 5427850,9/12/2020,177,75.4,0.0788
USGS,USGS 5427850,9/13/2020,197,88.7,0.0833
USGS,USGS 5427850,9/14/2020,133,58.6,0.0812
USGS,USGS 5427850,9/15/2020,92.3,38,0.0763
Not listed,WIDNR 133040,9/15/2020,,,0.0764
USGS,USGS 5427850,9/16/2020,119,47.6,0.0744
USGS,USGS 5427850,9/17/2020,98.5,38.8,0.073
USGS,USGS 5427850,9/18/2020,90,34.8,0.0715
USGS,USGS 5427850,9/19/2020,85.2,32.2,0.07
USGS,USGS 5427850,9/20/2020,86.4,32,0.0685
USGS,USGS 5427850,9/21/2020,86.7,31.4,0.067
USGS,USGS 5427850,9/22/2020,92.5,32.8,0.0656
USGS,USGS 5427850,9/23/2020,84.1,29.1,0.0641
USGS,USGS 5427850,9/24/2020,83.8,28.3,0.0626
USGS,USGS 5427850,9/25/2020,75.1,24.8,0.0611
USGS,USGS 5427850,9/26/2020,74.7,24.1,0.0596
USGS,USGS 5427850,9/27/2020,112,35.3,0.0582
USGS,USGS 5427850,9/28/2020,96.1,29.4,0.0567
USGS,USGS 5427850,9/29/2020,89.9,26.8,0.0552
USGS,USGS 5427850,9/30/2020,92.2,26.6,0.0537
USGS,USGS 5427850,10/1/2020,93,26.2,0.0522
USGS,USGS 5427850,10/2/2020,86.6,23.6,0.0505
USGS,USGS 5427850,10/3/2020,85.3,22.5,0.0488
USGS,USGS 5427850,10/4/2020,86.4,22,0.0472
USGS,USGS 5427850,10/5/2020,53.3,13,0.0455
USGS,USGS 5427850,10/6/2020,103,24.3,0.0438
USGS,USGS 5427850,10/7/2020,99.8,22.8,0.0421
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,10/7/2020,,,0.2
USGS,USGS 5427850,10/8/2020,79.6,17.4,0.0405
USGS,USGS 5427850,10/9/2020,64.7,13.5,0.0388
USGS,USGS 5427850,10/10/2020,105,21,0.0371
USGS,USGS 5427850,10/11/2020,77.5,14.9,0.0354
USGS,USGS 5427850,10/12/2020,78.4,14.2,0.0338
USGS,USGS 5427850,10/13/2020,87.7,15.1,0.0321
USGS,USGS 5427850,10/14/2020,64.5,10.6,0.0304
USGS,USGS 5427850,10/15/2020,109,17.2,0.029
Not listed,WIDNR 133040,10/15/2020,,,0.0293
USGS,USGS 5427850,10/16/2020,76.8,11.7,0.0284
USGS,USGS 5427850,10/17/2020,70.8,10.6,0.0278
USGS,USGS 5427850,10/18/2020,115,16.9,0.0272
USGS,USGS 5427850,10/19/2020,81.4,11.7,0.0266
USGS,USGS 5427850,10/20/2020,82.2,11.6,0.0261
USGS,USGS 5427850,10/21/2020,85,11.7,0.0255
USGS,USGS 5427850,10/22/2020,111,14.3,0.0239
Not listed,WIDNR 133040,10/22/2020,,,0.0246
USGS,USGS 5427850,10/23/2020,297,32.3,0.02
Not listed,WIDNR 133040,10/23/2020,,,0.0193
Not listed,WIDNR 133040,10/23/2020,,,0.02
USGS,USGS 5427850,10/24/2020,435,188,0.081
Not listed,WIDNR 133040,10/24/2020,,,0.0272
Not listed,WIDNR 133040,10/24/2020,,,0.104
Not listed,WIDNR 133040,10/24/2020,,,0.133
USGS,USGS 5427850,10/25/2020,286,282,0.188
Not listed,WIDNR 133040,10/25/2020,,,0.173
USGS,USGS 5427850,10/26/2020,146,168,0.212
USGS,USGS 5427850,10/27/2020,98.5,55,0.102
USGS,USGS 5427850,10/28/2020,116,46.8,0.0751
USGS,USGS 5427850,10/29/2020,114,39.8,0.0648
USGS,USGS 5427850,10/30/2020,90,30.7,0.0632
USGS,USGS 5427850,10/31/2020,69.5,23.1,0.0618
USGS,USGS 5427850,11/1/2020,128,42.3,0.061
USGS,USGS 5427850,11/2/2020,87.3,28.8,0.061
USGS,USGS 5427850,11/3/2020,93.4,30.8,0.061
USGS,USGS 5427850,11/4/2020,92.5,30.5,0.061
USGS,USGS 5427850,11/5/2020,93.4,30.8,0.061
USGS,USGS 5427850,11/6/2020,81.6,26.9,0.061
USGS,USGS 5427850,11/7/2020,83.6,27.5,0.061
USGS,USGS 5427850,11/8/2020,97.2,32,0.061
USGS,USGS 5427850,11/9/2020,72.4,23.8,0.061
USGS,USGS 5427850,11/10/2020,59.7,19.7,0.0599
Not listed,WIDNR 133040,11/10/2020,,,0.0614
USGS,USGS 5427850,11/11/2020,237,50,0.039
Not listed,WIDNR 133040,11/11/2020,,,0.0424
Not listed,WIDNR 133040,11/11/2020,,,0.0354
USGS,USGS 5427850,11/12/2020,168,38.7,0.0431
Not listed,WIDNR 133040,11/12/2020,,,0.0395
USGS,USGS 5427850,11/13/2020,115,32.4,0.0526
USGS,USGS 5427850,11/14/2020,98.5,30.1,0.0565
USGS,USGS 5427850,11/15/2020,99.1,30.7,0.0573
USGS,USGS 5427850,11/16/2020,147,46.1,0.0579
Not listed,WIDNR 133040,11/16/2020,,,0.0579
USGS,USGS 5427850,11/17/2020,105,32.8,0.058
USGS,USGS 5427850,11/18/2020,56.3,17.6,0.058
USGS,USGS 5427850,11/19/2020,147,46,0.058
USGS,USGS 5427850,11/20/2020,114,35.8,0.058
USGS,USGS 5427850,11/21/2020,102,32,0.058
USGS,USGS 5427850,11/22/2020,93.9,29.4,0.058
USGS,USGS 5427850,11/23/2020,101,31.6,0.058
USGS,USGS 5427850,11/24/2020,105,33.4,0.0587
USGS,USGS 5427850,11/25/2020,138,47.4,0.0636
USGS,USGS 5427850,11/26/2020,133,47.3,0.0661
USGS,USGS 5427850,11/27/2020,128,41.8,0.0602
USGS,USGS 5427850,11/28/2020,103,30.1,0.0539
USGS,USGS 5427850,11/29/2020,123,33.9,0.0511
USGS,USGS 5427850,11/30/2020,109,29.3,0.0499
USGS,USGS 5427850,12/1/2020,89.2,23.5,0.0487
USGS,USGS 5427850,12/2/2020,90.6,23.3,0.0475
USGS,USGS 5427850,12/3/2020,85.9,21.5,0.0463
USGS,USGS 5427850,12/4/2020,108,26.3,0.0451
USGS,USGS 5427850,12/5/2020,94.9,22.5,0.0439
USGS,USGS 5427850,12/6/2020,88.6,20.4,0.0427
USGS,USGS 5427850,12/7/2020,88,19.7,0.0415
USGS,USGS 5427850,12/8/2020,73.4,16,0.0403
USGS,USGS 5427850,12/9/2020,103,21.7,0.0391
USGS,USGS 5427850,12/10/2020,87.1,17.8,0.0379
USGS,USGS 5427850,12/11/2020,115,22.7,0.0367
USGS,USGS 5427850,12/12/2020,82.9,15.9,0.0355
USGS,USGS 5427850,12/13/2020,79,14.6,0.0343
USGS,USGS 5427850,12/14/2020,83.5,14.9,0.0331
USGS,USGS 5427850,12/15/2020,73.6,12.8,0.0321
Not listed,WIDNR 133040,12/15/2020,,,0.0315
USGS,USGS 5427850,12/16/2020,80.5,14,0.0321
USGS,USGS 5427850,12/17/2020,78.1,13.6,0.0323
USGS,USGS 5427850,12/18/2020,70.6,12.3,0.0324
USGS,USGS 5427850,12/19/2020,89.4,15.7,0.0325
USGS,USGS 5427850,12/20/2020,80.2,14.1,0.0326
USGS,USGS 5427850,12/21/2020,88,15.6,0.0328
USGS,USGS 5427850,12/22/2020,84.2,15,0.0329
USGS,USGS 5427850,12/23/2020,28.6,5.08,0.033
USGS,USGS 5427850,12/24/2020,138,24.7,0.0332
USGS,USGS 5427850,12/25/2020,80.8,14.5,0.0333
USGS,USGS 5427850,12/26/2020,80.2,14.5,0.0334
USGS,USGS 5427850,12/27/2020,83,15,0.0335
USGS,USGS 5427850,12/28/2020,80.2,14.6,0.0336
USGS,USGS 5427850,12/29/2020,71.1,13,0.0338
USGS,USGS 5427850,12/30/2020,77.9,14.3,0.0339
USGS,USGS 5427850,12/31/2020,79.8,14.7,0.034
USGS,USGS 5427850,1/1/2021,77.3,14.3,0.0342
USGS,USGS 5427850,1/2/2021,75,13.9,0.0343
USGS,USGS 5427850,1/3/2021,74.6,13.9,0.0344
USGS,USGS 5427850,1/4/2021,73.4,13.7,0.0345
USGS,USGS 5427850,1/5/2021,75.2,14.1,0.0347
USGS,USGS 5427850,1/6/2021,73.7,13.9,0.0348
USGS,USGS 5427850,1/7/2021,74.7,14.1,0.0349
USGS,USGS 5427850,1/8/2021,76.5,14.5,0.035
USGS,USGS 5427850,1/9/2021,77.2,14.7,0.0352
USGS,USGS 5427850,1/10/2021,76.4,14.6,0.0353
USGS,USGS 5427850,1/11/2021,74.2,14.2,0.0354
USGS,USGS 5427850,1/12/2021,80.2,15.4,0.0356
USGS,USGS 5427850,1/13/2021,80,15.4,0.0357
USGS,USGS 5427850,1/14/2021,81.8,15.8,0.0358
Not listed,WIDNR 133040,1/14/2021,,,0.0832
USGS,USGS 5427850,1/15/2021,82.7,16,0.0359
USGS,USGS 5427850,1/16/2021,85,16.5,0.0361
USGS,USGS 5427850,1/17/2021,86,16.8,0.0362
USGS,USGS 5427850,1/18/2021,81.2,15.9,0.0363
USGS,USGS 5427850,1/19/2021,78.5,15.5,0.0364
USGS,USGS 5427850,1/20/2021,71.7,14.2,0.0366
USGS,USGS 5427850,1/21/2021,81.5,16.2,0.0367
USGS,USGS 5427850,1/22/2021,68.4,13.6,0.0368
USGS,USGS 5427850,1/23/2021,67.3,13.4,0.037
USGS,USGS 5427850,1/24/2021,75.3,15.1,0.0371
USGS,USGS 5427850,1/25/2021,69.1,13.9,0.0372
USGS,USGS 5427850,1/26/2021,62.5,12.6,0.0373
USGS,USGS 5427850,1/27/2021,67.4,13.6,0.0375
USGS,USGS 5427850,1/28/2021,63.5,12.9,0.0376
USGS,USGS 5427850,1/29/2021,64.5,13.1,0.0377
USGS,USGS 5427850,1/30/2021,69.7,14.2,0.0378
USGS,USGS 5427850,1/31/2021,62.9,12.9,0.038
USGS,USGS 5427850,2/1/2021,62.3,12.8,0.0381
USGS,USGS 5427850,2/2/2021,65.2,13.5,0.0382
USGS,USGS 5427850,2/3/2021,66.2,13.7,0.0383
USGS,USGS 5427850,2/4/2021,73.5,15.3,0.0385
USGS,USGS 5427850,2/5/2021,64,13.3,0.0386
USGS,USGS 5427850,2/6/2021,58.7,12.3,0.0387
USGS,USGS 5427850,2/7/2021,61.1,12.8,0.0388
USGS,USGS 5427850,2/8/2021,62.2,13.1,0.039
USGS,USGS 5427850,2/9/2021,59.2,12.5,0.0391
USGS,USGS 5427850,2/10/2021,59.3,12.6,0.0392
USGS,USGS 5427850,2/11/2021,59.1,12.6,0.0394
