Source_ID,Site_ID,sampledate,Q_cfs,SRP_mgL,SRP_lbday
USGS,USGS 5427850,7/4/2018,59.4,0.0169,5.41
USGS,USGS 5427850,7/5/2018,70,0.0164,6.22
USGS,USGS 5427850,7/6/2018,51.6,0.016,4.48
USGS,USGS 5427850,7/7/2018,52.6,0.0156,4.42
USGS,USGS 5427850,7/8/2018,51.2,0.0152,4.18
USGS,USGS 5427850,7/9/2018,63.5,0.0147,5.04
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,7/9/2018,,0.011,
USGS,USGS 5427850,7/10/2018,61.3,0.0143,4.75
USGS,USGS 5427850,7/11/2018,49.1,0.0139,3.68
USGS,USGS 5427850,7/12/2018,45.7,0.0134,3.3
USGS,USGS 5427850,7/13/2018,60.1,0.0131,4.26
Pheasant Branch (USGS # 9KP41),WIDNR 133040,7/13/2018,,0.0128,
USGS,USGS 5427850,7/14/2018,78,0.0137,5.78
USGS,USGS 5427850,7/15/2018,59.8,0.0144,4.67
USGS,USGS 5427850,7/16/2018,66.7,0.0152,5.46
USGS,USGS 5427850,7/17/2018,57.8,0.0159,4.95
USGS,USGS 5427850,7/18/2018,48.8,0.0166,4.37
USGS,USGS 5427850,7/19/2018,56,0.0174,5.24
USGS,USGS 5427850,7/20/2018,103,0.0181,10.1
USGS,USGS 5427850,7/21/2018,105,0.0188,10.7
USGS,USGS 5427850,7/22/2018,65.1,0.0195,6.84
USGS,USGS 5427850,7/23/2018,60,0.0203,6.56
USGS,USGS 5427850,7/24/2018,58.8,0.021,6.67
USGS,USGS 5427850,7/25/2018,44.8,0.0217,5.24
USGS,USGS 5427850,7/26/2018,72.6,0.0224,8.78
USGS,USGS 5427850,7/27/2018,64.8,0.0232,8.1
USGS,USGS 5427850,7/28/2018,57.4,0.0239,7.4
USGS,USGS 5427850,7/29/2018,52.8,0.0246,7.03
Not Listed,WIDNR 133040,7/29/2018,,0,
USGS,USGS 5427850,7/30/2018,52.7,0.0254,7.21
USGS,USGS 5427850,7/31/2018,56.1,0.0261,7.9
USGS,USGS 5427850,8/1/2018,49.6,0.0268,7.19
USGS,USGS 5427850,8/2/2018,75.2,0.0276,11.2
USGS,USGS 5427850,8/3/2018,50.2,0.0283,7.65
USGS,USGS 5427850,8/4/2018,38.4,0.029,6
USGS,USGS 5427850,8/5/2018,60.5,0.0297,9.71
USGS,USGS 5427850,8/6/2018,82.9,0.0305,13.6
USGS,USGS 5427850,8/7/2018,78.8,0.0312,13.3
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,8/7/2018,,0.012,
USGS,USGS 5427850,8/8/2018,47.6,0.0319,8.19
USGS,USGS 5427850,8/9/2018,36.9,0.0326,6.48
USGS,USGS 5427850,8/10/2018,50.4,0.0334,9.09
USGS,USGS 5427850,8/11/2018,53,0.0341,9.76
USGS,USGS 5427850,8/12/2018,52.1,0.0348,9.8
USGS,USGS 5427850,8/13/2018,54,0.0356,10.4
USGS,USGS 5427850,8/14/2018,51.2,0.0363,10
USGS,USGS 5427850,8/15/2018,53.1,0.0372,10.7
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/15/2018,,0.0369,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/15/2018,,0.0375,
USGS,USGS 5427850,8/16/2018,42.7,0.0394,9.01
USGS,USGS 5427850,8/17/2018,129,0.0406,28.1
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/17/2018,,0.0417,
USGS,USGS 5427850,8/18/2018,205,0.0274,30.7
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/18/2018,,0.0327,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/18/2018,,0.018,
USGS,USGS 5427850,8/19/2018,133,0.021,14.9
USGS,USGS 5427850,8/20/2018,109,0.0292,17.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/20/2018,,0.0248,
USGS,USGS 5427850,8/21/2018,321,0.0481,89.8
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/21/2018,,0.0499,
USGS,USGS 5427850,8/22/2018,477,0.106,262
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/22/2018,,0.0712,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/22/2018,,0.104,
USGS,USGS 5427850,8/23/2018,232,0.132,168
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/23/2018,,0.153,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/23/2018,,0.124,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/23/2018,,0.12,
USGS,USGS 5427850,8/24/2018,158,0.14,119
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/24/2018,,0.143,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/24/2018,,0.139,
USGS,USGS 5427850,8/25/2018,175,0.158,148
USGS,USGS 5427850,8/26/2018,140,0.176,133
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/26/2018,,0.178,
USGS,USGS 5427850,8/27/2018,173,0.172,160
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/27/2018,,0.171,
USGS,USGS 5427850,8/28/2018,188,0.162,165
USGS,USGS 5427850,8/29/2018,261,0.141,198
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/29/2018,,0.15,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/29/2018,,0.117,
USGS,USGS 5427850,8/30/2018,247,0.123,164
Pheasant Branch (USGS # 9KP41),WIDNR 133040,8/30/2018,,0.124,
USGS,USGS 5427850,8/31/2018,150,0.127,103
USGS,USGS 5427850,9/1/2018,134,0.128,92.5
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/1/2018,,0.129,
USGS,USGS 5427850,9/2/2018,152,0.123,101
USGS,USGS 5427850,9/3/2018,207,0.119,133
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/3/2018,,0.117,
USGS,USGS 5427850,9/4/2018,198,0.115,124
USGS,USGS 5427850,9/5/2018,180,0.113,110
USGS,USGS 5427850,9/6/2018,232,0.111,139
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/6/2018,,0.111,
USGS,USGS 5427850,9/7/2018,179,0.111,107
USGS,USGS 5427850,9/8/2018,149,0.11,88.8
USGS,USGS 5427850,9/9/2018,118,0.11,70.1
USGS,USGS 5427850,9/10/2018,110,0.107,63.3
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/10/2018,,0.11,
USGS,USGS 5427850,9/11/2018,107,0.0948,54.7
USGS,USGS 5427850,9/12/2018,109,0.0825,48.7
USGS,USGS 5427850,9/13/2018,108,0.0703,41.1
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,9/13/2018,,0.052,
USGS,USGS 5427850,9/14/2018,104,0.058,32.5
USGS,USGS 5427850,9/15/2018,103,0.0457,25.5
USGS,USGS 5427850,9/16/2018,100,0.0335,18.3
USGS,USGS 5427850,9/17/2018,101,0.0223,12.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/17/2018,,0.023,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/17/2018,,0.0176,
USGS,USGS 5427850,9/18/2018,106,0.0276,15.9
USGS,USGS 5427850,9/19/2018,111,0.0393,23.6
USGS,USGS 5427850,9/20/2018,100,0.0509,26.8
USGS,USGS 5427850,9/21/2018,188,0.05,50.7
USGS,USGS 5427850,9/22/2018,123,0.0374,25
USGS,USGS 5427850,9/23/2018,117,0.036,22.7
USGS,USGS 5427850,9/24/2018,99.6,0.036,19.4
USGS,USGS 5427850,9/25/2018,120,0.036,23.2
USGS,USGS 5427850,9/26/2018,158,0.036,30.7
USGS,USGS 5427850,9/27/2018,125,0.0361,24.4
Pheasant Branch (USGS # 9KP41),WIDNR 133040,9/27/2018,,0.0361,
USGS,USGS 5427850,9/28/2018,116,0.037,23.1
USGS,USGS 5427850,9/29/2018,115,0.0382,
USGS,USGS 5427850,9/30/2018,116,0.0394,24.6
USGS,USGS 5427850,10/1/2018,167,0.0408,36.9
USGS,USGS 5427850,10/2/2018,400,0.0448,97.8
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/2/2018,,0.0424,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/2/2018,,0.0401,
USGS,USGS 5427850,10/3/2018,319,0.0795,133
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/3/2018,,0.0551,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/3/2018,,0.0709,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/3/2018,,0.0953,
USGS,USGS 5427850,10/4/2018,220,0.0913,109
USGS,USGS 5427850,10/5/2018,136,0.0885,65
USGS,USGS 5427850,10/6/2018,186,0.106,107
USGS,USGS 5427850,10/7/2018,270,0.122,178
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/7/2018,,0.127,
USGS,USGS 5427850,10/8/2018,309,0.106,176
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/8/2018,,0.101,
USGS,USGS 5427850,10/9/2018,375,0.106,214
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/9/2018,,0.0988,
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,10/9/2018,,0.095,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/9/2018,,0.112,
USGS,USGS 5427850,10/10/2018,156,0.107,90.6
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/10/2018,,0.106,
USGS,USGS 5427850,10/11/2018,248,0.11,147
USGS,USGS 5427850,10/12/2018,195,0.111,117
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/12/2018,,0.112,
USGS,USGS 5427850,10/13/2018,126,0.109,73.7
USGS,USGS 5427850,10/14/2018,175,0.106,100
USGS,USGS 5427850,10/15/2018,121,0.103,67.4
USGS,USGS 5427850,10/16/2018,137,0.101,74.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,10/16/2018,,0.101,
USGS,USGS 5427850,10/17/2018,142,0.0976,74.8
USGS,USGS 5427850,10/18/2018,104,0.0945,52.9
USGS,USGS 5427850,10/19/2018,132,0.0915,64.9
USGS,USGS 5427850,10/20/2018,138,0.102,77.7
USGS,USGS 5427850,10/21/2018,106,0.0658,33.1
USGS,USGS 5427850,10/22/2018,129,0.0211,15.2
USGS,USGS 5427850,10/23/2018,117,0.0156,9.96
USGS,USGS 5427850,10/24/2018,107,0.0128,7.39
USGS,USGS 5427850,10/25/2018,116,0.00998,6.22
USGS,USGS 5427850,10/26/2018,116,0.00716,4.55
USGS,USGS 5427850,10/27/2018,107,0.00587,3.38
USGS,USGS 5427850,10/28/2018,106,0.00566,3.23
USGS,USGS 5427850,10/29/2018,110,0.00545,3.25
USGS,USGS 5427850,10/30/2018,120,0.00525,3.4
USGS,USGS 5427850,10/31/2018,119,0.00504,3.24
USGS,USGS 5427850,11/1/2018,119,0.00483,3.12
USGS,USGS 5427850,11/2/2018,112,0.00462,2.79
USGS,USGS 5427850,11/3/2018,120,0.00441,2.87
USGS,USGS 5427850,11/4/2018,97.4,0.0042,2.22
USGS,USGS 5427850,11/5/2018,201,0.0043,4.7
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/5/2018,,0.0037,
USGS,USGS 5427850,11/6/2018,163,0.00549,4.78
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/6/2018,,0.0063,
USGS,USGS 5427850,11/7/2018,210,0.00438,4.96
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/7/2018,,0.0042,
USGS,USGS 5427850,11/8/2018,158,0.00535,4.55
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/8/2018,,0.0049,
USGS,USGS 5427850,11/9/2018,107,0.00696,3.97
USGS,USGS 5427850,11/10/2018,133,0.00858,6.08
USGS,USGS 5427850,11/11/2018,130,0.0102,7.21
USGS,USGS 5427850,11/12/2018,127,0.0118,8.08
USGS,USGS 5427850,11/13/2018,106,0.0134,7.71
USGS,USGS 5427850,11/14/2018,98.3,0.0148,7.88
Pheasant Branch (USGS # 9KP41),WIDNR 133040,11/14/2018,,0.0147,
USGS,USGS 5427850,11/15/2018,101,0.0152,8.29
USGS,USGS 5427850,11/16/2018,120,0.0153,9.96
USGS,USGS 5427850,11/17/2018,112,0.0155,9.37
USGS,USGS 5427850,11/18/2018,96.7,0.0156,8.18
USGS,USGS 5427850,11/19/2018,114,0.0158,9.76
USGS,USGS 5427850,11/20/2018,82.3,0.016,7.11
USGS,USGS 5427850,11/21/2018,121,0.0161,10.5
USGS,USGS 5427850,11/22/2018,88.5,0.0163,7.79
USGS,USGS 5427850,11/23/2018,80.2,0.0165,7.13
USGS,USGS 5427850,11/24/2018,135,0.0166,12.1
USGS,USGS 5427850,11/25/2018,151,0.0168,13.7
USGS,USGS 5427850,11/26/2018,76.4,0.017,7
USGS,USGS 5427850,11/27/2018,94.7,0.0171,8.75
USGS,USGS 5427850,11/28/2018,86.3,0.0173,8.05
USGS,USGS 5427850,11/29/2018,97.1,0.0174,9.14
USGS,USGS 5427850,11/30/2018,99.9,0.0176,9.49
USGS,USGS 5427850,12/1/2018,120,0.0178,11.5
USGS,USGS 5427850,12/2/2018,136,0.0179,13.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/2/2018,,0.0183,
USGS,USGS 5427850,12/3/2018,143,0.0173,13.4
USGS,USGS 5427850,12/4/2018,109,0.016,9.42
USGS,USGS 5427850,12/5/2018,106,0.0148,8.47
USGS,USGS 5427850,12/6/2018,108,0.0135,7.92
USGS,USGS 5427850,12/7/2018,86,0.0124,5.77
USGS,USGS 5427850,12/8/2018,85,0.0115,5.28
USGS,USGS 5427850,12/9/2018,89.1,0.0106,5.1
USGS,USGS 5427850,12/10/2018,85.5,0.00967,4.47
USGS,USGS 5427850,12/11/2018,95.2,0.00875,4.51
USGS,USGS 5427850,12/12/2018,89.1,0.00784,3.77
USGS,USGS 5427850,12/13/2018,92.5,0.0071,3.55
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/13/2018,,0.0066,
USGS,USGS 5427850,12/14/2018,89.8,0.00715,3.47
USGS,USGS 5427850,12/15/2018,86.9,0.00729,3.42
USGS,USGS 5427850,12/16/2018,84.4,0.00743,3.39
USGS,USGS 5427850,12/17/2018,88.3,0.00757,3.61
USGS,USGS 5427850,12/18/2018,79.8,0.00771,3.33
USGS,USGS 5427850,12/19/2018,89.8,0.00785,3.81
USGS,USGS 5427850,12/20/2018,106,0.00799,4.56
USGS,USGS 5427850,12/21/2018,93.9,0.00813,4.13
USGS,USGS 5427850,12/22/2018,84.2,0.00827,3.77
USGS,USGS 5427850,12/23/2018,82.5,0.00841,3.75
USGS,USGS 5427850,12/24/2018,96.3,0.00855,4.45
USGS,USGS 5427850,12/25/2018,87,0.00869,4.09
USGS,USGS 5427850,12/26/2018,90.2,0.00884,4.31
USGS,USGS 5427850,12/27/2018,106,0.00927,5.4
USGS,USGS 5427850,12/28/2018,209,0.0112,12.6
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/28/2018,,0.0132,
USGS,USGS 5427850,12/29/2018,125,0.0692,40.1
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/29/2018,,0.0076,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,12/29/2018,,0.0951,
USGS,USGS 5427850,12/30/2018,115,0.0785,48.3
USGS,USGS 5427850,12/31/2018,111,0.0613,36.8
USGS,USGS 5427850,1/1/2019,98.3,0.044,23.4
USGS,USGS 5427850,1/2/2019,87,0.0268,12.5
USGS,USGS 5427850,1/3/2019,90.3,0.0114,5.52
USGS,USGS 5427850,1/4/2019,99.8,0.009,4.85
USGS,USGS 5427850,1/5/2019,95.3,0.009,4.63
USGS,USGS 5427850,1/6/2019,94.9,0.009,4.61
USGS,USGS 5427850,1/7/2019,166,0.00997,9.56
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/7/2019,,0.0093,
USGS,USGS 5427850,1/8/2019,412,0.0521,119
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/8/2019,,0.0144,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/8/2019,,0.0064,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/8/2019,,0.0905,
USGS,USGS 5427850,1/9/2019,308,0.188,305
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/9/2019,,0.213,
USGS,USGS 5427850,1/10/2019,135,0.182,133
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/10/2019,,0.199,
USGS,USGS 5427850,1/11/2019,109,0.144,84.9
USGS,USGS 5427850,1/12/2019,105,0.107,60.8
USGS,USGS 5427850,1/13/2019,96.2,0.0704,36.7
USGS,USGS 5427850,1/14/2019,94.6,0.0334,16.8
USGS,USGS 5427850,1/15/2019,94.7,0.00433,2.29
Pheasant Branch (USGS # 9KP41),WIDNR 133040,1/15/2019,,0.0022,
USGS,USGS 5427850,1/16/2019,103,0.00257,1.43
USGS,USGS 5427850,1/17/2019,91.9,0.00307,1.53
USGS,USGS 5427850,1/18/2019,96.4,0.00357,1.86
USGS,USGS 5427850,1/19/2019,80.8,0.00406,1.79
USGS,USGS 5427850,1/20/2019,88.4,0.00456,2.18
USGS,USGS 5427850,1/21/2019,83,0.00506,2.27
USGS,USGS 5427850,1/22/2019,90.4,0.00556,2.72
USGS,USGS 5427850,1/23/2019,93.9,0.00606,3.08
USGS,USGS 5427850,1/24/2019,91.5,0.00656,3.24
USGS,USGS 5427850,1/25/2019,84.6,0.00706,3.22
USGS,USGS 5427850,1/26/2019,87.2,0.00755,3.56
USGS,USGS 5427850,1/27/2019,92.5,0.00805,4.03
USGS,USGS 5427850,1/28/2019,91.3,0.00855,4.22
USGS,USGS 5427850,1/29/2019,86.4,0.00905,4.22
USGS,USGS 5427850,1/30/2019,70.8,0.00955,3.65
USGS,USGS 5427850,1/31/2019,85.8,0.01,4.66
USGS,USGS 5427850,2/1/2019,82.9,0.0105,4.72
USGS,USGS 5427850,2/2/2019,91.2,0.011,5.44
USGS,USGS 5427850,2/3/2019,112,0.0115,6.98
USGS,USGS 5427850,2/4/2019,202,0.0352,46.5
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/4/2019,,0.0124,
USGS,USGS 5427850,2/5/2019,449,0.204,523
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/5/2019,,0.148,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/5/2019,,0.205,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/5/2019,,0.419,
USGS,USGS 5427850,2/6/2019,385,0.428,894
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/6/2019,,0.448,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/6/2019,,0.407,
USGS,USGS 5427850,2/7/2019,180,0.349,344
USGS,USGS 5427850,2/8/2019,112,0.268,163
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/8/2019,,0.285,
USGS,USGS 5427850,2/9/2019,94.7,0.221,113
USGS,USGS 5427850,2/10/2019,91.5,0.174,86.1
USGS,USGS 5427850,2/11/2019,88.7,0.117,55.6
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/11/2019,,0.131,
USGS,USGS 5427850,2/12/2019,93.2,0.032,16.1
USGS,USGS 5427850,2/13/2019,91.1,0.0224,11
USGS,USGS 5427850,2/14/2019,91.5,0.0218,10.8
USGS,USGS 5427850,2/15/2019,86.2,0.0212,9.86
USGS,USGS 5427850,2/16/2019,84,0.0206,9.34
USGS,USGS 5427850,2/17/2019,86.5,0.02,9.36
USGS,USGS 5427850,2/18/2019,81.2,0.0194,8.53
USGS,USGS 5427850,2/19/2019,75.9,0.0189,7.73
USGS,USGS 5427850,2/20/2019,82.2,0.0183,8.11
USGS,USGS 5427850,2/21/2019,83.1,0.0177,7.95
USGS,USGS 5427850,2/22/2019,81.3,0.0172,7.56
USGS,USGS 5427850,2/23/2019,94.9,0.0186,9.59
USGS,USGS 5427850,2/24/2019,144,0.0231,18.3
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/24/2019,,0.0211,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/24/2019,,0.0333,
USGS,USGS 5427850,2/25/2019,138,0.0344,25.8
USGS,USGS 5427850,2/26/2019,128,0.0346,24
Pheasant Branch (USGS # 9KP41),WIDNR 133040,2/26/2019,,0.0362,
USGS,USGS 5427850,2/27/2019,110,0.0315,18.8
USGS,USGS 5427850,2/28/2019,97.7,0.0283,14.9
USGS,USGS 5427850,3/1/2019,96.6,0.0251,13.1
USGS,USGS 5427850,3/2/2019,88,0.0219,10.4
USGS,USGS 5427850,3/3/2019,88.3,0.0187,8.91
USGS,USGS 5427850,3/4/2019,77.4,0.0155,6.44
USGS,USGS 5427850,3/5/2019,86.7,0.013,6.1
USGS,USGS 5427850,3/6/2019,82,0.0125,5.56
USGS,USGS 5427850,3/7/2019,80.4,0.0122,5.28
USGS,USGS 5427850,3/8/2019,82.1,0.0118,5.23
USGS,USGS 5427850,3/9/2019,89.3,0.0114,5.51
USGS,USGS 5427850,3/10/2019,95.2,0.011,5.68
USGS,USGS 5427850,3/11/2019,101,0.0107,5.84
USGS,USGS 5427850,3/12/2019,101,0.0103,5.61
USGS,USGS 5427850,3/13/2019,264,0.0141,25.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/13/2019,,0,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/13/2019,,0.012,
USGS,USGS 5427850,3/14/2019,1090,0.255,1610
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/14/2019,,0.28,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/14/2019,,0.325,
USGS,USGS 5427850,3/15/2019,1650,0.369,3280
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/15/2019,,0.306,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/15/2019,,0.367,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/15/2019,,0.416,
USGS,USGS 5427850,3/16/2019,1420,0.448,3450
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/16/2019,,0.473,
USGS,USGS 5427850,3/17/2019,853,0.371,1740
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/17/2019,,0.38,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/17/2019,,0.32,
USGS,USGS 5427850,3/18/2019,386,0.295,617
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/18/2019,,0.289,
USGS,USGS 5427850,3/19/2019,234,0.281,354
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/19/2019,,0.285,
USGS,USGS 5427850,3/20/2019,204,0.252,278
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/20/2019,,0.24,
USGS,USGS 5427850,3/21/2019,182,0.224,220
USGS,USGS 5427850,3/22/2019,187,0.198,201
USGS,USGS 5427850,3/23/2019,162,0.172,150
USGS,USGS 5427850,3/24/2019,169,0.146,133
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/24/2019,,0.137,
USGS,USGS 5427850,3/25/2019,133,0.116,84
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/25/2019,,0.124,
Pheasant Branch (USGS # 9KP41),WIDNR 133040,3/25/2019,,0.116,
USGS,USGS 5427850,3/26/2019,136,0.0802,58.6
USGS,USGS 5427850,3/27/2019,124,0.0446,29
USGS,USGS 5427850,3/28/2019,157,0.0284,24.2
USGS,USGS 5427850,3/29/2019,143,0.0258,20
USGS,USGS 5427850,3/30/2019,144,0.0232,18.1
USGS,USGS 5427850,3/31/2019,101,0.0206,11.1
USGS,USGS 5427850,4/1/2019,83,0.018,7.88
USGS,USGS 5427850,4/2/2019,141,0.0154,11.9
USGS,USGS 5427850,4/3/2019,138,0.0128,9.5
USGS,USGS 5427850,4/4/2019,124,0.0102,6.87
USGS,USGS 5427850,4/5/2019,106,0.00754,4.32
USGS,USGS 5427850,4/6/2019,119,0.00496,3.16
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/6/2019,,0.004,
USGS,USGS 5427850,4/7/2019,115,0.00415,2.59
USGS,USGS 5427850,4/8/2019,111,0.0044,2.66
USGS,USGS 5427850,4/9/2019,136,0.00465,3.42
USGS,USGS 5427850,4/10/2019,137,0.00489,3.63
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/10/2019,,0.0046,
USGS,USGS 5427850,4/11/2019,98.9,0.00398,2.23
USGS,USGS 5427850,4/12/2019,99.1,0.00247,1.31
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/12/2019,,0.0023,
USGS,USGS 5427850,4/13/2019,240,0.0035,4.46
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/13/2019,,0.0036,
USGS,USGS 5427850,4/14/2019,133,0.004,2.88
USGS,USGS 5427850,4/15/2019,109,0.004,2.36
USGS,USGS 5427850,4/16/2019,132,0.00482,3.41
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/16/2019,,0.004,
USGS,USGS 5427850,4/17/2019,110,0.00937,5.46
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,4/17/2019,,0.005,
USGS,USGS 5427850,4/18/2019,162,0.0118,10.4
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/18/2019,,0.0134,
USGS,USGS 5427850,4/19/2019,118,0.00893,5.87
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/19/2019,,0.0099,
USGS,USGS 5427850,4/20/2019,109,0.00646,3.81
USGS,USGS 5427850,4/21/2019,96,0.0041,2.11
USGS,USGS 5427850,4/22/2019,116,0.00284,1.93
2019 River Falls FERC Relicensing Continuous D.O. Monitoring- 319 eligible,WIDNR 133040,4/22/2019,,0.0021,
USGS,USGS 5427850,4/23/2019,164,0.0106,9.5
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/23/2019,,0.0128,
USGS,USGS 5427850,4/24/2019,130,0.0115,8.06
USGS,USGS 5427850,4/25/2019,119,0.00986,6.88
USGS,USGS 5427850,4/26/2019,108,0.00822,4.81
USGS,USGS 5427850,4/27/2019,108,0.00659,3.88
USGS,USGS 5427850,4/28/2019,111,0.00495,2.95
USGS,USGS 5427850,4/29/2019,116,0.00338,2.11
Pheasant Branch (USGS # 9KP41),WIDNR 133040,4/29/2019,,0.0034,
USGS,USGS 5427850,4/30/2019,135,0.00269,1.98
USGS,USGS 5427850,5/1/2019,123,0.00232,1.54
USGS,USGS 5427850,5/2/2019,136,0.00265,1.93
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/2/2019,,0.0024,
USGS,USGS 5427850,5/3/2019,120,0.00547,3.52
USGS,USGS 5427850,5/4/2019,111,0.00849,5.12
USGS,USGS 5427850,5/5/2019,104,0.0115,6.59
USGS,USGS 5427850,5/6/2019,178,0.0131,12.6
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/6/2019,,0.0143,
USGS,USGS 5427850,5/7/2019,123,0.01,6.73
USGS,USGS 5427850,5/8/2019,117,0.00669,4.23
USGS,USGS 5427850,5/9/2019,185,0.00336,3.2
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/9/2019,,0,
USGS,USGS 5427850,5/10/2019,157,0.00276,2.3
USGS,USGS 5427850,5/11/2019,122,0.00404,2.68
USGS,USGS 5427850,5/12/2019,120,0.00532,3.41
USGS,USGS 5427850,5/13/2019,105,0.0066,3.73
Madison Metropolitan Sewerage District and Rock River Coalition Stream Nutrient Data,WIDNR 133040,5/13/2019,,0.016,
USGS,USGS 5427850,5/14/2019,101,0.00788,4.32
USGS,USGS 5427850,5/15/2019,92.7,0.0117,5.73
Pheasant Branch (USGS # 9KP41),WIDNR 133040,5/15/2019,,0.0091,
USGS,USGS 5427850,5/16/2019,114,0.0242,15.4
