# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,
#,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,
#,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,
#,,,,,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,,,,,
# retrieved: 2023-04-12 15:50:48 EDT       (sdww01),,,,,,,,,,,,
#,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,
"#    USGS 05427850 YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI",,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,
#,,,,,,,,,,,,
# Data provided for site 05427850,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,
"#        154921       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,
"#        223623       00671     00003     Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        223624       91050     00003     Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",,,,,,,,,,,,
"#        223625       00665     00003     Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",,,,,,,,,,,,
"#        232446       91060     00003     Orthophosphate, water, dissolved, pounds per day (Mean)",,,,,,,,,,,,
#,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,
#        ,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,
# ,,,,,,,,,,,,
agency_cd,site_no,sampledate,"Discharge, cubic feet per second (Mean)",154921_00060_00003_cd,"Orthophosphate, water, filtered, milligrams per liter as phosphorus (Mean)",223623_00671_00003_cd,"Phosphorus, water, unfiltered, pounds of phosphorus per day (Mean)",223624_91050_00003_cd,"Phosphorus, water, unfiltered, milligrams per liter as phosphorus (Mean)",223625_00665_00003_cd,"Orthophosphate, water, dissolved, pounds per day (Mean)",232446_91060_00003_cd
USGS,5427850,12/19/2018,89.8,A,0.00785,A,13.3,A,0.0274,A,3.81,A
USGS,5427850,12/20/2018,106,A,0.00799,A,15.7,A,0.0275,A,4.56,A
USGS,5427850,12/21/2018,93.9,A,0.00813,A,14,A,0.0276,A,4.13,A
USGS,5427850,12/22/2018,84.2,A,0.00827,A,12.6,A,0.0276,A,3.77,A
USGS,5427850,12/23/2018,82.5,A,0.00841,A,12.3,A,0.0277,A,3.75,A
USGS,5427850,12/24/2018,96.3,A,0.00855,A,14.4,A,0.0278,A,4.45,A
USGS,5427850,12/25/2018,87,A,0.00869,A,13.1,A,0.0278,A,4.09,A
USGS,5427850,12/26/2018,90.2,A,0.00884,A,13.6,A,0.0279,A,4.31,A
USGS,5427850,12/27/2018,106,A,0.00927,A,16.7,A,0.0287,A,5.4,A
USGS,5427850,12/28/2018,209,A,0.0112,A,41.6,A,0.0365,A,12.6,A
USGS,5427850,12/29/2018,125,A,0.0692,A,76.7,A,0.128,A,40.1,A
USGS,5427850,12/30/2018,115,A,0.0785,A,86.6,A,0.141,A,48.3,A
USGS,5427850,12/31/2018,111,A,0.0613,A,68.4,A,0.114,A,36.8,A
USGS,5427850,1/1/2019,98.3,A,0.044,A,46.4,A,0.0872,A,23.4,A
USGS,5427850,1/2/2019,87,A,0.0268,A,28.4,A,0.0605,A,12.5,A
USGS,5427850,1/3/2019,90.3,A,0.0114,A,17.8,A,0.0367,A,5.52,A
USGS,5427850,1/4/2019,99.8,A,0.009,A,17.5,A,0.0325,A,4.85,A
USGS,5427850,1/5/2019,95.3,A,0.009,A,16.5,A,0.032,A,4.63,A
USGS,5427850,1/6/2019,94.9,A,0.009,A,16.2,A,0.0315,A,4.61,A
USGS,5427850,1/7/2019,166,A,0.00997,A,29.9,A,0.0324,A,9.56,A
USGS,5427850,1/8/2019,412,A,0.0521,A,282,A,0.124,A,119,A
USGS,5427850,1/9/2019,308,A,0.188,A,510,A,0.31,A,305,A
USGS,5427850,1/10/2019,135,A,0.182,A,209,A,0.286,A,133,A
USGS,5427850,1/11/2019,109,A,0.144,A,141,A,0.24,A,84.9,A
USGS,5427850,1/12/2019,105,A,0.107,A,110,A,0.194,A,60.8,A
USGS,5427850,1/13/2019,96.2,A,0.0704,A,76.8,A,0.147,A,36.7,A
USGS,5427850,1/14/2019,94.6,A,0.0334,A,51.4,A,0.101,A,16.8,A
USGS,5427850,1/15/2019,94.7,A,0.00433,A,33.1,A,0.0646,A,2.29,A
USGS,5427850,1/16/2019,103,A,0.00257,A,33.8,A,0.0607,A,1.43,A
USGS,5427850,1/17/2019,91.9,A,0.00307,A,29.6,A,0.0596,A,1.53,A
USGS,5427850,1/18/2019,96.4,A,0.00357,A,30.5,A,0.0585,A,1.86,A
USGS,5427850,1/19/2019,80.8,A,0.00406,A,25.1,A,0.0574,A,1.79,A
USGS,5427850,1/20/2019,88.4,A,0.00456,A,26.9,A,0.0563,A,2.18,A
USGS,5427850,1/21/2019,83,A,0.00506,A,24.8,A,0.0552,A,2.27,A
USGS,5427850,1/22/2019,90.4,A,0.00556,A,26.4,A,0.0542,A,2.72,A
USGS,5427850,1/23/2019,93.9,A,0.00606,A,26.9,A,0.053,A,3.08,A
USGS,5427850,1/24/2019,91.5,A,0.00656,A,25.7,A,0.052,A,3.24,A
USGS,5427850,1/25/2019,84.6,A,0.00706,A,23.2,A,0.0509,A,3.22,A
USGS,5427850,1/26/2019,87.2,A,0.00755,A,23.4,A,0.0498,A,3.56,A
USGS,5427850,1/27/2019,92.5,A,0.00805,A,24.3,A,0.0487,A,4.03,A
USGS,5427850,1/28/2019,91.3,A,0.00855,A,23.5,A,0.0476,A,4.22,A
USGS,5427850,1/29/2019,86.4,A,0.00905,A,21.7,A,0.0465,A,4.22,A
USGS,5427850,1/30/2019,70.8,A,0.00955,A,17.3,A,0.0454,A,3.65,A
USGS,5427850,1/31/2019,85.8,A,0.01,A,20.5,A,0.0443,A,4.66,A
USGS,5427850,2/1/2019,82.9,A,0.0105,A,19.3,A,0.0432,A,4.72,A
USGS,5427850,2/2/2019,91.2,A,0.011,A,20.7,A,0.0421,A,5.44,A
USGS,5427850,2/3/2019,112,A,0.0115,A,24.7,A,0.041,A,6.98,A
USGS,5427850,2/4/2019,202,A,0.0352,A,101,A,0.0802,A,46.5,A
USGS,5427850,2/5/2019,449,A,0.204,A,912,A,0.358,A,523,A
USGS,5427850,2/6/2019,385,A,0.428,A,1360,A,0.647,A,894,A
USGS,5427850,2/7/2019,180,A,0.349,A,506,A,0.513,A,344,A
USGS,5427850,2/8/2019,112,A,0.268,A,239,A,0.394,A,163,A
USGS,5427850,2/9/2019,94.7,A,0.221,A,163,A,0.318,A,113,A
USGS,5427850,2/10/2019,91.5,A,0.174,A,120,A,0.242,A,86.1,A
USGS,5427850,2/11/2019,88.7,A,0.117,A,74.9,A,0.157,A,55.6,A
USGS,5427850,2/12/2019,93.2,A,0.032,A,26.2,A,0.0521,A,16.1,A
USGS,5427850,2/13/2019,91.1,A,0.0224,A,20,A,0.0407,A,11,A
USGS,5427850,2/14/2019,91.5,A,0.0218,A,20,A,0.0404,A,10.8,A
USGS,5427850,2/15/2019,86.2,A,0.0212,A,18.7,A,0.0401,A,9.86,A
USGS,5427850,2/16/2019,84,A,0.0206,A,18,A,0.0398,A,9.34,A
USGS,5427850,2/17/2019,86.5,A,0.02,A,18.5,A,0.0395,A,9.36,A
USGS,5427850,2/18/2019,81.2,A,0.0194,A,17.2,A,0.0392,A,8.53,A
USGS,5427850,2/19/2019,75.9,A,0.0189,A,16,A,0.0389,A,7.73,A
USGS,5427850,2/20/2019,82.2,A,0.0183,A,17.1,A,0.0386,A,8.11,A
USGS,5427850,2/21/2019,83.1,A,0.0177,A,17.2,A,0.0384,A,7.95,A
USGS,5427850,2/22/2019,81.3,A,0.0172,A,17.1,A,0.039,A,7.56,A
USGS,5427850,2/23/2019,94.9,A,0.0186,A,28.9,A,0.0557,A,9.59,A
USGS,5427850,2/24/2019,144,A,0.0231,A,57.7,A,0.0741,A,18.3,A
USGS,5427850,2/25/2019,138,A,0.0344,A,49.4,A,0.0661,A,25.8,A
USGS,5427850,2/26/2019,128,A,0.0346,A,42.6,A,0.0617,A,24,A
USGS,5427850,2/27/2019,110,A,0.0315,A,34.9,A,0.0585,A,18.8,A
USGS,5427850,2/28/2019,97.7,A,0.0283,A,29.2,A,0.0553,A,14.9,A
USGS,5427850,3/1/2019,96.6,A,0.0251,A,27.2,A,0.0521,A,13.1,A
USGS,5427850,3/2/2019,88,A,0.0219,A,23.2,A,0.0489,A,10.4,A
USGS,5427850,3/3/2019,88.3,A,0.0187,A,21.8,A,0.0457,A,8.91,A
USGS,5427850,3/4/2019,77.4,A,0.0155,A,17.7,A,0.0425,A,6.44,A
USGS,5427850,3/5/2019,86.7,A,0.013,A,19,A,0.0406,A,6.1,A
USGS,5427850,3/6/2019,82,A,0.0125,A,18.7,A,0.0423,A,5.56,A
USGS,5427850,3/7/2019,80.4,A,0.0122,A,19.2,A,0.0441,A,5.28,A
USGS,5427850,3/8/2019,82.1,A,0.0118,A,20.4,A,0.046,A,5.23,A
USGS,5427850,3/9/2019,89.3,A,0.0114,A,23.1,A,0.0479,A,5.51,A
USGS,5427850,3/10/2019,95.2,A,0.011,A,25.6,A,0.0498,A,5.68,A
USGS,5427850,3/11/2019,101,A,0.0107,A,28.2,A,0.0516,A,5.84,A
USGS,5427850,3/12/2019,101,A,0.0103,A,29.1,A,0.0535,A,5.61,A
USGS,5427850,3/13/2019,264,A,0.0141,A,188,A,0.105,A,25.2,A
USGS,5427850,3/14/2019,1090,A,0.255,A,3880,A,0.636,A,1610,A
USGS,5427850,3/15/2019,1650,A,0.369,A,6230,A,0.7,A,3280,A
USGS,5427850,3/16/2019,1420,A,0.448,A,5990,A,0.777,A,3450,A
USGS,5427850,3/17/2019,853,A,0.371,A,2990,A,0.64,A,1740,A
USGS,5427850,3/18/2019,386,A,0.295,A,1010,A,0.479,A,617,A
USGS,5427850,3/19/2019,234,A,0.281,A,552,A,0.438,A,354,A
USGS,5427850,3/20/2019,204,A,0.252,A,416,A,0.377,A,278,A
USGS,5427850,3/21/2019,182,A,0.224,A,326,A,0.333,A,220,A
USGS,5427850,3/22/2019,187,A,0.198,A,306,A,0.302,A,201,A
USGS,5427850,3/23/2019,162,A,0.172,A,236,A,0.271,A,150,A
USGS,5427850,3/24/2019,169,A,0.146,A,218,A,0.239,A,133,A
USGS,5427850,3/25/2019,133,A,0.116,A,147,A,0.202,A,84,A
USGS,5427850,3/26/2019,136,A,0.0802,A,114,A,0.156,A,58.6,A
USGS,5427850,3/27/2019,124,A,0.0446,A,72.1,A,0.109,A,29,A
USGS,5427850,3/28/2019,157,A,0.0284,A,75.3,A,0.0886,A,24.2,A
USGS,5427850,3/29/2019,143,A,0.0258,A,66.7,A,0.0863,A,20,A
USGS,5427850,3/30/2019,144,A,0.0232,A,65.2,A,0.084,A,18.1,A
USGS,5427850,3/31/2019,101,A,0.0206,A,44.4,A,0.0817,A,11.1,A
USGS,5427850,4/1/2019,83,A,0.018,A,35.4,A,0.0794,A,7.88,A
USGS,5427850,4/2/2019,141,A,0.0154,A,58.8,A,0.0771,A,11.9,A
USGS,5427850,4/3/2019,138,A,0.0128,A,55.8,A,0.0748,A,9.5,A
USGS,5427850,4/4/2019,124,A,0.0102,A,48.5,A,0.0724,A,6.87,A
USGS,5427850,4/5/2019,106,A,0.00754,A,40.3,A,0.0701,A,4.32,A
USGS,5427850,4/6/2019,119,A,0.00496,A,43.8,A,0.068,A,3.16,A
USGS,5427850,4/7/2019,115,A,0.00415,A,48.3,A,0.0773,A,2.59,A
USGS,5427850,4/8/2019,111,A,0.0044,A,56.6,A,0.0934,A,2.66,A
USGS,5427850,4/9/2019,136,A,0.00465,A,80.6,A,0.109,A,3.42,A
USGS,5427850,4/10/2019,137,A,0.00489,A,93.3,A,0.125,A,3.63,A
USGS,5427850,4/11/2019,98.9,A,0.00398,A,64.4,A,0.118,A,2.23,A
USGS,5427850,4/12/2019,99.1,A,0.00247,A,49,A,0.095,A,1.31,A
USGS,5427850,4/13/2019,240,A,0.0035,A,114,A,0.0876,A,4.46,A
USGS,5427850,4/14/2019,133,A,0.004,A,60.6,A,0.0836,A,2.88,A
USGS,5427850,4/15/2019,109,A,0.004,A,46.6,A,0.0791,A,2.36,A
USGS,5427850,4/16/2019,132,A,0.00482,A,54.3,A,0.076,A,3.41,A
USGS,5427850,4/17/2019,110,A,0.00937,A,46.9,A,0.0792,A,5.46,A
USGS,5427850,4/18/2019,162,A,0.0118,A,72.2,A,0.0822,A,10.4,A
USGS,5427850,4/19/2019,118,A,0.00893,A,53.7,A,0.0844,A,5.87,A
USGS,5427850,4/20/2019,109,A,0.00646,A,51.6,A,0.0877,A,3.81,A
USGS,5427850,4/21/2019,96,A,0.0041,A,50.9,A,0.0964,A,2.11,A
USGS,5427850,4/22/2019,116,A,0.00284,A,84.2,A,0.134,A,1.93,A
USGS,5427850,4/23/2019,164,A,0.0106,A,101,A,0.114,A,9.5,A
USGS,5427850,4/24/2019,130,A,0.0115,A,72.8,A,0.104,A,8.06,A
USGS,5427850,4/25/2019,119,A:e,0.00986,A,71.1,A,0.102,A,6.88,A
USGS,5427850,4/26/2019,108,A,0.00822,A,59.3,A,0.101,A,4.81,A
USGS,5427850,4/27/2019,108,A,0.00659,A,58.4,A,0.0999,A,3.88,A
USGS,5427850,4/28/2019,111,A,0.00495,A,59.2,A,0.0986,A,2.95,A
USGS,5427850,4/29/2019,116,A,0.00338,A,60.8,A,0.0967,A,2.11,A
USGS,5427850,4/30/2019,135,A,0.00269,A,62.8,A,0.0855,A,1.98,A
USGS,5427850,5/1/2019,123,A,0.00232,A,47,A,0.0712,A,1.54,A
USGS,5427850,5/2/2019,136,A,0.00265,A,44.7,A,0.0608,A,1.93,A
USGS,5427850,5/3/2019,120,A,0.00547,A,41.7,A,0.0642,A,3.52,A
USGS,5427850,5/4/2019,111,A,0.00849,A,41.3,A,0.0687,A,5.12,A
USGS,5427850,5/5/2019,104,A,0.0115,A,41.5,A,0.0733,A,6.59,A
USGS,5427850,5/6/2019,178,A:e,0.0131,A,73,A,0.0759,A,12.6,A
USGS,5427850,5/7/2019,123,A:e,0.01,A,48.3,A,0.0727,A,6.73,A
USGS,5427850,5/8/2019,117,A,0.00669,A,43.5,A,0.0691,A,4.23,A
USGS,5427850,5/9/2019,185,A,0.00336,A,65.3,A,0.0655,A,3.2,A
USGS,5427850,5/10/2019,157,A,0.00276,A,54.9,A,0.0649,A,2.3,A
USGS,5427850,5/11/2019,122,A,0.00404,A,43.9,A,0.0663,A,2.68,A
USGS,5427850,5/12/2019,120,A,0.00532,A,43.8,A,0.0678,A,3.41,A
USGS,5427850,5/13/2019,105,A,0.0066,A,39.3,A,0.0692,A,3.73,A
USGS,5427850,5/14/2019,101,A,0.00788,A,38.7,A,0.0707,A,4.32,A
USGS,5427850,5/15/2019,92.7,A:e,0.0117,A,36,A,0.0719,A,5.73,A
USGS,5427850,5/16/2019,114,A:e,0.0242,A,47.2,A,0.0754,A,15.4,A
USGS,5427850,5/17/2019,127,A,0.0273,A,61,A,0.0892,A,19,A
USGS,5427850,5/18/2019,129,A,0.0159,A,55.8,A,0.0805,A,10.6,A
USGS,5427850,5/19/2019,109,A,0.0126,A,50.3,A,0.0842,A,7.47,A
USGS,5427850,5/20/2019,150,A,0.0107,A,76.2,A,0.0944,A,8.88,A
USGS,5427850,5/21/2019,122,A,0.024,A,107,A,0.168,A,15.1,A
USGS,5427850,5/22/2019,97.5,A,0.0334,A,101,A,0.199,A,17.1,A
USGS,5427850,5/23/2019,135,A,0.0268,A,106,A,0.146,A,19.4,A
USGS,5427850,5/24/2019,128,A,0.0201,A,61.9,A,0.0928,A,13.6,A
USGS,5427850,5/25/2019,298,A,0.0149,A,102,A,0.0643,A,23.5,A
USGS,5427850,5/26/2019,507,A,0.0666,A,378,A,0.142,A,176,A
USGS,5427850,5/27/2019,278,A,0.143,A,410,A,0.278,A,212,A
USGS,5427850,5/28/2019,176,A,0.156,A,285,A,0.3,A,148,A
USGS,5427850,5/29/2019,135,A,0.149,A,207,A,0.284,A,109,A
USGS,5427850,5/30/2019,123,A,0.143,A,178,A,0.268,A,95.1,A
USGS,5427850,5/31/2019,95.7,A,0.136,A,130,A,0.252,A,70.2,A
USGS,5427850,6/1/2019,125,A,0.13,A,162,A,0.239,A,88,A
USGS,5427850,6/2/2019,112,A,0.123,A,138,A,0.229,A,74,A
USGS,5427850,6/3/2019,92.4,A,0.116,A,109,A,0.219,A,57.8,A
USGS,5427850,6/4/2019,86.1,A,0.109,A,96.5,A,0.208,A,50.5,A
USGS,5427850,6/5/2019,112,A,0.102,A,120,A,0.198,A,61.8,A
USGS,5427850,6/6/2019,93.7,A,0.0955,A,94.9,A,0.188,A,48.3,A
USGS,5427850,6/7/2019,88.5,A,0.0886,A,84.8,A,0.177,A,42.4,A
USGS,5427850,6/8/2019,89.4,A,0.0818,A,80.8,A,0.167,A,39.6,A
USGS,5427850,6/9/2019,87.1,A,0.075,A,73.6,A,0.157,A,35.2,A
USGS,5427850,6/10/2019,85.5,A,0.0681,A,67.7,A,0.146,A,31.6,A
USGS,5427850,6/11/2019,81.7,A,0.061,A,59.6,A,0.135,A,26.8,A
USGS,5427850,6/12/2019,111,A,0.0527,A,73,A,0.122,A,31.4,A
USGS,5427850,6/13/2019,104,A,0.0442,A,61.5,A,0.109,A,25,A
USGS,5427850,6/14/2019,54.9,A,0.0358,A,27.6,A,0.0954,A,10.2,A
USGS,5427850,6/15/2019,150,A,0.0273,A,67.4,A,0.082,A,22.7,A
USGS,5427850,6/16/2019,101,A,0.0189,A,37.3,A,0.0687,A,10.3,A
USGS,5427850,6/17/2019,88.1,A,0.0109,A,26.7,A,0.056,A,5.26,A
USGS,5427850,6/18/2019,88.5,A,0.0087,A,25,A,0.0524,A,4.16,A
USGS,5427850,6/19/2019,105,A,0.00835,A,29.4,A,0.0517,A,4.76,A
USGS,5427850,6/20/2019,99,A,0.008,A,27.3,A,0.051,A,4.29,A
USGS,5427850,6/21/2019,94.1,A,0.00765,A,25.6,A,0.0503,A,3.89,A
USGS,5427850,6/22/2019,88.2,A,0.0073,A,23.6,A,0.0496,A,3.49,A
USGS,5427850,6/23/2019,83.3,A,0.00695,A,22,A,0.0489,A,3.13,A
USGS,5427850,6/24/2019,96.7,A,0.0066,A,25.2,A,0.0482,A,3.44,A
USGS,5427850,6/25/2019,123,A,0.00625,A,31.7,A,0.0475,A,4.18,A
USGS,5427850,6/26/2019,111,A,0.00731,A,27.6,A,0.046,A,4.24,A
USGS,5427850,6/27/2019,90.2,A,0.0115,A,20.8,A,0.0426,A,5.53,A
USGS,5427850,6/28/2019,155,A,0.0175,A,32.3,A,0.0387,A,15.2,A
USGS,5427850,6/29/2019,228,A,0.0261,A,46.7,A,0.0385,A,32.5,A
USGS,5427850,6/30/2019,162,A,0.0265,A,43.9,A,0.0509,A,23.2,A
USGS,5427850,7/1/2019,188,A,0.0297,A,62.8,A,0.062,A,30,A
USGS,5427850,7/2/2019,155,A,0.0439,A,62.5,A,0.0774,A,35.4,A
USGS,5427850,7/3/2019,151,A,0.0741,A,104,A,0.128,A,60.1,A
USGS,5427850,7/4/2019,147,A,0.105,A,141,A,0.18,A,82,A
USGS,5427850,7/5/2019,144,A,0.136,A,179,A,0.232,A,104,A
USGS,5427850,7/6/2019,133,A,0.157,A,193,A,0.268,A,113,A
USGS,5427850,7/7/2019,106,A,0.149,A,146,A,0.252,A,86,A
USGS,5427850,7/8/2019,98.3,A,0.139,A,124,A,0.233,A,74.1,A
USGS,5427850,7/9/2019,88.1,A,0.129,A,103,A,0.214,A,61.9,A
USGS,5427850,7/10/2019,95.1,A,0.119,A,101,A,0.195,A,62,A
USGS,5427850,7/11/2019,114,A,0.109,A,110,A,0.176,A,68.3,A
USGS,5427850,7/12/2019,83.8,A,0.099,A,71.9,A,0.156,A,45.5,A
USGS,5427850,7/13/2019,94.9,A,0.0889,A,71.6,A,0.137,A,46.3,A
USGS,5427850,7/14/2019,82.3,A,0.0789,A,53.4,A,0.118,A,35.6,A
USGS,5427850,7/15/2019,68.2,A,0.0705,A,38.3,A,0.103,A,26.3,A
USGS,5427850,7/16/2019,100,A,0.0684,A,56.4,A,0.104,A,37.3,A
USGS,5427850,7/17/2019,80.7,A,0.0669,A,46.6,A,0.106,A,29.5,A
USGS,5427850,7/18/2019,82.9,A,0.0655,A,49,A,0.108,A,29.4,A
USGS,5427850,7/19/2019,174,A,0.0636,A,101,A,0.107,A,60.2,A
USGS,5427850,7/20/2019,278,A,0.0594,A,131,A,0.0869,A,90,A
USGS,5427850,7/21/2019,196,A,0.0911,A,139,A,0.135,A,93,A
USGS,5427850,7/22/2019,114,A,0.127,A,113,A,0.183,A,78.2,A
USGS,5427850,7/23/2019,76.5,A,0.118,A,72.4,A,0.174,A,49.3,A
USGS,5427850,7/24/2019,80.1,A,0.108,A,70.5,A,0.163,A,46.9,A
USGS,5427850,7/25/2019,80.2,A,0.0986,A,66,A,0.152,A,42.9,A
USGS,5427850,7/26/2019,73.9,A,0.0886,A,56.5,A,0.141,A,35.6,A
USGS,5427850,7/27/2019,93.1,A,0.0786,A,65.2,A,0.13,A,39.6,A
USGS,5427850,7/28/2019,78.3,A,0.0687,A,50.4,A,0.118,A,29.3,A
USGS,5427850,7/29/2019,104,A,0.0588,A,60.2,A,0.107,A,32.9,A
USGS,5427850,7/30/2019,96.1,A,0.0488,A,50.2,A,0.0963,A,25.5,A
USGS,5427850,7/31/2019,83.4,A,0.0391,A,38.6,A,0.0854,A,17.7,A
USGS,5427850,8/1/2019,67.2,A,0.036,A,29.6,A,0.0813,A,13.1,A
USGS,5427850,8/2/2019,72.7,A,0.0359,A,31.6,A,0.0804,A,14.1,A
USGS,5427850,8/3/2019,73.2,A,0.0358,A,31.4,A,0.0794,A,14.2,A
USGS,5427850,8/4/2019,87.5,A,0.0357,A,37.1,A,0.0784,A,16.9,A
USGS,5427850,8/5/2019,78.2,A,0.0357,A,32.7,A,0.0775,A,15.1,A
USGS,5427850,8/6/2019,136,A,0.0356,A,56.3,A,0.0765,A,26.2,A
USGS,5427850,8/7/2019,107,A,0.0355,A,43.9,A,0.0756,A,20.6,A
USGS,5427850,8/8/2019,115,A,0.0355,A,46.6,A,0.0746,A,22.1,A
USGS,5427850,8/9/2019,84.7,A,0.0354,A,33.8,A,0.0736,A,16.2,A
USGS,5427850,8/10/2019,78.2,A,0.0353,A,30.8,A,0.0727,A,15,A
USGS,5427850,8/11/2019,77.5,A,0.0353,A,30.1,A,0.0717,A,14.8,A
USGS,5427850,8/12/2019,83.4,A,0.0352,A,32,A,0.0708,A,15.9,A
USGS,5427850,8/13/2019,74.8,A:e,0.0351,A,28.4,A,0.0698,A,14.3,A
USGS,5427850,8/14/2019,98.5,A,0.035,A,36.8,A,0.0688,A,18.7,A
USGS,5427850,8/15/2019,86.1,A,0.035,A,31.8,A,0.0681,A,16.3,A
USGS,5427850,8/16/2019,89,A,0.0352,A,32.9,A,0.0681,A,17,A
USGS,5427850,8/17/2019,101,A,0.0353,A,37.3,A,0.0682,A,19.3,A
USGS,5427850,8/18/2019,93.9,A,0.0354,A,34.8,A,0.0683,A,18.1,A
USGS,5427850,8/19/2019,101,A,0.0356,A,37.6,A,0.0684,A,19.5,A
USGS,5427850,8/20/2019,88.9,A,0.0357,A,33.1,A,0.0685,A,17.2,A
USGS,5427850,8/21/2019,87.8,A,0.0359,A,32.7,A,0.0686,A,17.1,A
USGS,5427850,8/22/2019,84.3,A,0.036,A,31.5,A,0.0688,A,16.5,A
USGS,5427850,8/23/2019,81.2,A,0.0362,A,30.4,A,0.0689,A,15.9,A
USGS,5427850,8/24/2019,76.6,A,0.0363,A,28.7,A,0.069,A,15.1,A
USGS,5427850,8/25/2019,79.1,A,0.0364,A,29.7,A,0.0691,A,15.7,A
USGS,5427850,8/26/2019,81.3,A,0.0366,A,30.5,A,0.0692,A,16.1,A
USGS,5427850,8/27/2019,76.4,A,0.0367,A,28.7,A,0.0693,A,15.2,A
USGS,5427850,8/28/2019,85.6,A,0.0369,A,32.2,A,0.0694,A,17.1,A
USGS,5427850,8/29/2019,76.3,A,0.037,A,28.8,A,0.0695,A,15.3,A
USGS,5427850,8/30/2019,90.4,A,0.0372,A,34.1,A,0.0696,A,18.2,A
USGS,5427850,8/31/2019,78.2,A,0.0373,A,29.6,A,0.0697,A,15.8,A
USGS,5427850,9/1/2019,72.1,A,0.0374,A,27.3,A,0.0698,A,14.7,A
USGS,5427850,9/2/2019,72.9,A,0.0376,A,27.7,A,0.0699,A,14.9,A
USGS,5427850,9/3/2019,72.2,A,0.0377,A,27.5,A,0.07,A,14.8,A
USGS,5427850,9/4/2019,91.4,A,0.0379,A,34.8,A,0.0701,A,18.8,A
USGS,5427850,9/5/2019,64.8,A,0.038,A,24.7,A,0.0702,A,13.4,A
USGS,5427850,9/6/2019,89.1,A,0.0381,A,34,A,0.0704,A,18.5,A
USGS,5427850,9/7/2019,74.3,A,0.0383,A,28.4,A,0.0705,A,15.4,A
USGS,5427850,9/8/2019,78.1,A,0.0384,A,30,A,0.0706,A,16.3,A
USGS,5427850,9/9/2019,67.1,A,0.0386,A,25.8,A,0.0707,A,14.1,A
USGS,5427850,9/10/2019,108,A,0.0387,A,41.4,A,0.0708,A,22.6,A
USGS,5427850,9/11/2019,124,A,0.0389,A,47.9,A,0.0709,A,26.3,A
USGS,5427850,9/12/2019,97.7,A,0.04,A,38.1,A,0.0718,A,21.2,A
USGS,5427850,9/13/2019,161,A,0.0472,A,68,A,0.0768,A,42.2,A
USGS,5427850,9/14/2019,189,A,0.0481,A,82.2,A,0.0797,A,50.5,A
USGS,5427850,9/15/2019,121,A,0.0329,A,49.9,A,0.076,A,21.7,A
USGS,5427850,9/16/2019,91.4,A,0.0192,A,36.1,A,0.0726,A,9.66,A
USGS,5427850,9/17/2019,83,A,0.0188,A,32.9,A,0.0729,A,8.48,A
USGS,5427850,9/18/2019,81.2,A,0.0206,A,32.6,A,0.0738,A,9.1,A
USGS,5427850,9/19/2019,93,A,0.0224,A,37.7,A,0.0747,A,11.3,A
USGS,5427850,9/20/2019,83.8,A,0.0242,A,34.4,A,0.0756,A,11,A
USGS,5427850,9/21/2019,53.6,A,0.026,A,22.3,A,0.0765,A,7.6,A
USGS,5427850,9/22/2019,179,A,0.0279,A,75.3,A,0.0774,A,27.2,A
USGS,5427850,9/23/2019,254,A,0.0297,A,108,A,0.0783,A,40.9,A
USGS,5427850,9/24/2019,133,A,0.0312,A,57.7,A,0.0804,A,22.4,A
USGS,5427850,9/25/2019,140,A,0.0321,A,64.8,A,0.0852,A,24.4,A
USGS,5427850,9/26/2019,94.2,A,0.033,A,46,A,0.09,A,16.9,A
USGS,5427850,9/27/2019,97.3,A,0.0339,A,50.3,A,0.0949,A,17.9,A
USGS,5427850,9/28/2019,106,A,0.0348,A,57.2,A,0.0998,A,19.9,A
